CURSO_ACADEMICO;ESTUDIO;LOCALIDAD;CENTRO;CUPO_ADJUDICACION;PRELA_CONVO_NOTA_DEF;NOTA_CORTE_ADJUDICACION_1;NOTA_CORTE_DEFINITIVA_1;NOTA_CORTE_ADJUDICACION_2;NOTA_CORTE_DEFINITIVA_2;FECHA_ACTUALIZACION
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;6.001;5.000;;5.000;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Deportistas de alto rendimiento (c);;;;;5.000;05/01/2025
2023;Grado: Ciencias Ambientales;Huesca;Escuela Politécnica Superior;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;6.570;5.000;;;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 40 años;;8.680;8.680;;;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;9.260;9.220;;;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 25 años;;6.830;6.830;;;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (b);;;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Discapacidad;;8.880;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto nivel;;11.435;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;12.310;11.485;;;05/01/2025
2023;Grado: Enfermería;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;9.330;8.710;;;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Deportistas de alto nivel;;8.604;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Mayores de 40 años;;8.260;8.260;;;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;12.182;10.930;;;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Mayores de 45 años;;5.100;5.000;;;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Deportistas de alto rendimiento (b);;;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Discapacidad;;6.800;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Huesca;Escuela Universitaria de Enfermería San Jorge de Huesca;Mayores de 25 años;;6.140;6.140;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;12.140;10.857;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Mayores de 40 años;;9.770;9.770;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Deportistas de alto rendimiento (c);;;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Discapacidad;;9.195;5.000;;5.000;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Mayores de 25 años;;6.220;6.220;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Deportistas de alto nivel;;9.659;10.751;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;9.220;8.040;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Deportistas de alto rendimiento (b);;;5.000;;;05/01/2025
2023;Grado: Enfermería;Teruel;Escuela Universitaria de Enfermería de Teruel;Mayores de 45 años;;5.680;5.000;;;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;6.100;5.000;;;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Bellas Artes;Teruel;Facultad de Ciencias Sociales y Humanas de Teruel;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;7.355;5.000;;5.000;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.400;7.620;;;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;6.343;5.000;;5.000;05/01/2025
2023;Grado: Filosofía;Zaragoza;Facultad de Filosofía y Letras;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;10.602;9.146;;;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;7.210;5.000;;;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;Mayores de 25 años;;;5.000;;;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;Mayores de 40 años;;7.000;5.000;;;05/01/2025
2023;Grado: Periodismo;Zaragoza;Facultad de Filosofía y Letras;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;Mayores de 25 años;;6.460;5.000;;;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;Discapacidad;;;5.000;;5.000;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;9.520;9.520;;;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Información y Documentación;Zaragoza;Facultad de Filosofía y Letras;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;;5.000;;5.000;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto nivel;;9.583;7.210;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 45 años;;8.100;5.000;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 25 años;;5.590;5.410;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;9.270;8.650;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (b);;;5.000;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (g);;;5.000;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;Discapacidad;;7.326;5.000;;5.000;05/01/2025
2023;Grado: Fisioterapia;Zaragoza;Facultad de Ciencias de la Salud;General (EvAU-PAU/ CFGS/ Acred. UNED/ Bach. ext. hom.);;11.927;10.632;;;05/01/2025
2023;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto rendimiento (c);;;5.000;;;05/01/2025
2023;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;8.050;5.000;;;05/01/2025
2023;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 45 años;;;5.000;;;05/01/2025
2023;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 40 años;;;5.000;;;05/01/2025
2023;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Deportistas de alto nivel;;;5.000;;5.000;05/01/2025
2023;Grado: Terapia Ocupacional;Zaragoza;Facultad de Ciencias de la Salud;Mayores de 25 años;;5.410;5.000;;;05/01/2025
