Academic Year,University,Unique Identifier,Code,Degree,Center,Ambit Code
2024-2025,University of Almería,Universidad De Almería 125504,125504,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Almería,Universidad De Almería 125601,125601,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO,FACULTAD CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Almería,Universidad De Almería 126702,126702,BIOTECNOLOGÍA,FACULTAD DE CIENCIAS EXPERIMENTALES,C
2024-2025,University of Almería,Universidad De Almería 127005,127005,CIENCIAS AMBIENTALES,FACULTAD DE CIENCIAS EXPERIMENTALES,C
2024-2025,University of Almería,Universidad De Almería 127501,127501,CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Almería,Universidad De Almería 129509,129509,DERECHO,FACULTAD DE DERECHO,SYJ
2024-2025,University of Almería,Universidad De Almería 129606,129606,DERECHO + GESTIÓN Y ADM. PUB.,FACULTAD DE DERECHO,SYJ
2024-2025,University of Almería,Universidad De Almería 130005,130005,ECONOMÍA,FACULTAD CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Almería,Universidad De Almería 130102,130102,ECONOMÍA + MATEMÁTICAS,FACULTAD DE CIENCIAS EXPERIMENTALES,SIN
2024-2025,University of Almería,Universidad De Almería 145505,145505,EDUCACIÓN INFANTIL,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Almería,Universidad De Almería 146509,146509,EDUCACIÓN PRIMARIA,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Almería,Universidad De Almería 146800,146800,EDUCACIÓN PRIMARIA + EDUCACIÓN INFANTIL,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Almería,Universidad De Almería 102200,102200,EDUCACIÓN SOCIAL,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Almería,Universidad De Almería 102502,102502,ENFERMERÍA,FACULTAD DE CIENCIAS DE LA SALUD,SD
2024-2025,University of Almería,Universidad De Almería 134506,134506,ESTUDIOS INGLESES,FACULTAD DE HUMANIDADES,AYH
2024-2025,University of Almería,Universidad De Almería 134700,134700,ESTUDIOS INGLESES + FILOLOGÍA HISPÁNICA,FACULTAD DE HUMANIDADES,AYH
2024-2025,University of Almería,Universidad De Almería 134001,134001,FILOLOGÍA HISPÁNICA,FACULTAD DE HUMANIDADES,AYH
2024-2025,University of Almería,Universidad De Almería 102006,102006,FINANZAS Y CONTABILIDAD,FACULTAD CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Almería,Universidad De Almería 103506,103506,FISIOTERAPIA,FACULTAD DE CIENCIAS DE LA SALUD,SD
2024-2025,University of Almería,Universidad De Almería 104003,104003,GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE DERECHO,SYJ
2024-2025,University of Almería,Universidad De Almería 137507,137507,HISTORIA,FACULTAD DE HUMANIDADES,AYH
2024-2025,University of Almería,Universidad De Almería 137701,137701,HISTORIA + HUMANIDADES,FACULTAD DE HUMANIDADES,AYH
2024-2025,University of Almería,Universidad De Almería 138500,138500,HUMANIDADES,FACULTAD DE HUMANIDADES,AYH
2024-2025,University of Almería,Universidad De Almería 122007,122007,INGENIERÍA AGRÍCOLA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 112508,112508,INGENIERÍA ELÉCTRICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 113005,113005,INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 123507,123507,INGENIERÍA INFORMÁTICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 113501,113501,INGENIERÍA MECÁNICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 113609,113609,INGENIERÍA MECÁNICA + INGENIERÍA ELECTRÓNICA INDUSTRIAL Y AUTOMÁTICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 114009,114009,INGENIERÍA QUÍMICA INDUSTRIAL,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Almería,Universidad De Almería 149003,149003,MARKETING E INVESTIGACIÓN DE MERCADOS,FACULTAD CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Almería,Universidad De Almería 139008,139008,MATEMÁTICAS,FACULTAD DE CIENCIAS EXPERIMENTALES,C
2024-2025,University of Almería,Universidad De Almería 139504,139504,MEDICINA,FACULTAD DE CIENCIAS DE LA SALUD,SD
2024-2025,University of Almería,Universidad De Almería 141500,141500,PSICOLOGÍA,FACULTAD DE PSICOLOGÍA,SD
2024-2025,University of Almería,Universidad De Almería 142504,142504,QUÍMICA,FACULTAD DE CIENCIAS EXPERIMENTALES,C
2024-2025,University of Almería,Universidad De Almería 108008,108008,RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE DERECHO,SYJ
2024-2025,University of Almería,Universidad De Almería 108519,108519,TRABAJO SOCIAL,FACULTAD DE PSICOLOGÍA,SYJ
2024-2025,University of Almería,Universidad De Almería 108706,108706,TURISMO,FACULTAD CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 225517,225517,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FAC. CIENCIAS. ECON. Y EMP. (SEDE JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 225502,225502,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 225521,225521,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FAC. CC. ECONÓMICAS Y EMPRESARIALES (SEDE ALGECIRAS),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 225614,225614,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO,FAC. CIENCIAS. ECON. Y EMP. (SEDE JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 225901,225901,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + FINANZAS Y CONTABILIDAD,FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 224207,224207,ARQUITECTURA NAVAL E INGENIERÍA MARÍTIMA,ESCUELA DE INGENIERÍA NAVAL Y OCEÁNICA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 226700,226700,BIOTECNOLOGÍA,FACULTAD DE CIENCIAS,C
2024-2025,University of Cádiz,Universidad De Cádiz 227003,227003,CIENCIAS AMBIENTALES,FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES,C
2024-2025,University of Cádiz,Universidad De Cádiz 227100,227100,CIENCIAS AMBIENTALES + CIENCIAS DEL MAR,FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES,C
2024-2025,University of Cádiz,Universidad De Cádiz 227501,227501,CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 228007,228007,CIENCIAS DEL MAR,FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES,C
2024-2025,University of Cádiz,Universidad De Cádiz 228104,228104,CIENCIAS DEL MAR + CIENCIAS AMBIENTALES,FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES,C
2024-2025,University of Cádiz,Universidad De Cádiz 292801,292801,CRIMINOLOGÍA Y SEGURIDAD,FACULTAD DE DERECHO,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 229507,229507,DERECHO,FACULTAD DE DERECHO,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 229511,229511,DERECHO,FACULTAD DE DERECHO (SEDE ALGECIRAS),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 292909,292909,DERECHO + CRIMINOLOGÍA Y SEGURIDAD,FACULTAD DE DERECHO,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 229906,229906,DERECHO + RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE DERECHO (SEDE ALGECIRAS),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 245503,245503,EDUCACIÓN INFANTIL,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 245518,245518,EDUCACIÓN INFANTIL,CENTRO MAGISTERIO VIRGEN DE EUROPA (ADSCRITO) (LA LÍNEA),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 246507,246507,EDUCACIÓN PRIMARIA,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 246511,246511,EDUCACIÓN PRIMARIA,CENTRO MAGISTERIO VIRGEN DE EUROPA (ADSCRITO) (LA LÍNEA),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 202549,202549,ENFERMERÍA,CENTRO UNIVERSITARIO DE ENFERMERÍA SALUS INFIRMORUM (ADS),SD
2024-2025,University of Cádiz,Universidad De Cádiz 202515,202515,ENFERMERÍA,FACULTAD DE ENFERMERÍA (ALGECIRAS),SD
2024-2025,University of Cádiz,Universidad De Cádiz 202500,202500,ENFERMERÍA,FACULTAD DE ENFERMERÍA Y FISIOTERAPIA,SD
2024-2025,University of Cádiz,Universidad De Cádiz 202534,202534,ENFERMERÍA,FACULTAD DE ENFERMERÍA Y FISIOTERAPIA (JEREZ),SD
2024-2025,University of Cádiz,Universidad De Cádiz 297001,297001,ENOLOGÍA,FACULTAD DE CIENCIAS,C
2024-2025,University of Cádiz,Universidad De Cádiz 231503,231503,ESTUDIOS ÁRABES E ISLÁMICOS,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 231600,231600,ESTUDIOS ÁRABES E ISLÁMICOS + ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 233004,233004,ESTUDIOS FRANCESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 233101,233101,ESTUDIOS FRANCESES + ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 234504,234504,ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 232000,232000,FILOLOGÍA CLÁSICA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 232108,232108,FILOLOGÍA CLÁSICA + ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 234008,234008,FILOLOGÍA HISPÁNICA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 234105,234105,FILOLOGÍA HISPÁNICA + ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 202004,202004,FINANZAS Y CONTABILIDAD,FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 202101,202101,FINANZAS Y CONTABILIDAD + RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 203504,203504,FISIOTERAPIA,FACULTAD DE ENFERMERÍA Y FISIOTERAPIA,SD
2024-2025,University of Cádiz,Universidad De Cádiz 204016,204016,GESTIÓN Y ADMINISTRACIÓN PÚBLICA,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 237505,237505,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 238509,238509,HUMANIDADES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 221702,221702,INGENIERÍA AEROESPACIAL,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 222501,222501,INGENIERÍA CIVIL,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE ALGECIRAS ETSIA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 212525,212525,INGENIERÍA ELÉCTRICA,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE ALGECIRAS ETSIA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 212506,212506,INGENIERÍA ELÉCTRICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 212721,212721,INGENIERÍA ELÉCTRICA + ING. ELECTRÓNICA INDUSTRIAL,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 213022,213022,INGENIERÍA ELECTRÓNICA INDUSTRIAL,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE ALGECIRAS ETSIA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 213003,213003,INGENIERÍA ELECTRÓNICA INDUSTRIAL,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 211200,211200,INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DEL PRODUCTO,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 223013,223013,INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE ALGECIRAS ETSIA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 223009,223009,INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 223505,223505,INGENIERÍA INFORMÁTICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 213501,213501,INGENIERÍA MECÁNICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 213529,213529,INGENIERÍA MECÁNICA,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE ALGECIRAS ETSIA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 212808,212808,INGENIERÍA MECÁNICA + INGENIERÍA ELÉCTRICA,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 211308,211308,INGENIERÍA MECÁNICA + INGENIERÍA EN DISEÑO INDUSTRIAL Y DESARROLLO DEL PRODUCTO,ESCUELA SUPERIOR DE INGENIERÍA,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 224509,224509,INGENIERÍA QUÍMICA,FACULTAD DE CIENCIAS,IYA
2024-2025,University of Cádiz,Universidad De Cádiz 224606,224606,INGENIERÍA QUÍMICA + BIOTECNOLOGÍA,FACULTAD DE CIENCIAS,SIN
2024-2025,University of Cádiz,Universidad De Cádiz 294507,294507,INGENIERÍA RADIOELECTRÓNICA,"ESCUELA DE INGENIERÍAS MARINA, NAÚTICA Y RADIOELÉCTRICA",IYA
2024-2025,University of Cádiz,Universidad De Cádiz 295004,295004,LINGÜÍSTICA Y LENGUAS APLICADAS,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 295104,295104,LINGÜÍSTICA Y LENGUAS APLICADAS + ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Cádiz,Universidad De Cádiz 293007,293007,MARINA,"ESCUELA DE INGENIERÍAS MARINA, NAÚTICA Y RADIOELÉCTRICA",IYA
2024-2025,University of Cádiz,Universidad De Cádiz 249109,249109,MARKETING E INVESTIG. DE MERCADOS+TURISMO,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 249001,249001,MARKETING E INVESTIGACIÓN DE MERCADOS,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 239006,239006,MATEMÁTICAS,FACULTAD DE CIENCIAS,C
2024-2025,University of Cádiz,Universidad De Cádiz 239103,239103,MATEMÁTICAS + INGENIERÍA INFORMÁTICA,FACULTAD DE CIENCIAS,SIN
2024-2025,University of Cádiz,Universidad De Cádiz 239502,239502,MEDICINA,FACULTAD DE MEDICINA,SD
2024-2025,University of Cádiz,Universidad De Cádiz 293503,293503,NÁUTICA Y TRANSPORTE MARÍTIMO,"ESCUELA DE INGENIERÍAS MARINA, NAÚTICA Y RADIOELÉCTRICA",IYA
2024-2025,University of Cádiz,Universidad De Cádiz 241509,241509,PSICOLOGÍA,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SD
2024-2025,University of Cádiz,Universidad De Cádiz 242006,242006,PUBLICIDAD Y RELACIONES PÚBLICAS,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 242200,242200,PUBLICIDAD Y RELACIONES PÚBLICAS + MARKETING E INVESTIGACIÓN DE MERCADOS,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 242103,242103,PUBLICIDAD Y RELACIONES PÚBLICAS + TURISMO,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 242502,242502,QUÍMICA,FACULTAD DE CIENCIAS,C
2024-2025,University of Cádiz,Universidad De Cádiz 242804,242804,QUÍMICA + ENOLOGÍA,FACULTAD DE CIENCIAS,C
2024-2025,University of Cádiz,Universidad De Cádiz 208010,208010,RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE CIENCIAS DEL TRABAJO (ALG),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 208006,208006,RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE CIENCIAS DEL TRABAJO,SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 208502,208502,TRABAJO SOCIAL,FACULTAD DE CIENCIAS DEL TRABAJO (SEDE JEREZ),SYJ
2024-2025,University of Cádiz,Universidad De Cádiz 208730,208730,TURISMO,FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ),SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 325515,325515,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 325608,325608,ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO,FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 326504,326504,BIOLOGÍA,FACULTAD DE CIENCIAS,C
2024-2025,University of Córdoba,Universidad De Córdoba 392001,392001,BIOQUÍMICA,FACULTAD DE CIENCIAS,C
2024-2025,University of Córdoba,Universidad De Córdoba 326709,326709,BIOTECNOLOGÍA,FACULTAD DE CIENCIAS,C
2024-2025,University of Córdoba,Universidad De Córdoba 392508,392508,CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,FACULTAD DE VETERINARIA,C
2024-2025,University of Córdoba,Universidad De Córdoba 327001,327001,CIENCIAS AMBIENTALES,FACULTAD DE CIENCIAS,C
2024-2025,University of Córdoba,Universidad De Córdoba 354007,354007,CINE Y CULTURA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 354011,354011,CINE Y CULTURA (modalidad no presencial),FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 329505,329505,DERECHO,FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 345501,345501,EDUCACIÓN INFANTIL,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 345516,345516,EDUCACIÓN INFANTIL,CENTRO MAGISTERIO SAGRADO CORAZÓN (ADS),SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 346511,346511,EDUCACIÓN PRIMARIA,CENTRO MAGISTERIO SAGRADO CORAZÓN (ADS),SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 346505,346505,EDUCACIÓN PRIMARIA,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 346524,346524,EDUCACIÓN PRIMARIA (ITINERARIO BILINGÜE),FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 347100,347100,EDUCACIÓN PRIMARIA (ITINERARIO BILINGÜE) + ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,SIN
2024-2025,University of Córdoba,Universidad De Córdoba 302207,302207,EDUCACIÓN SOCIAL,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 302509,302509,ENFERMERÍA,FACULTAD DE MEDICINA Y ENFERMERÍA,SD
2024-2025,University of Córdoba,Universidad De Córdoba 397001,397001,ENOLOGÍA,E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES,C
2024-2025,University of Córdoba,Universidad De Córdoba 397107,397107,ENOLOGÍA + INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES,SIN
2024-2025,University of Córdoba,Universidad De Córdoba 334502,334502,ESTUDIOS INGLESES,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 334006,334006,FILOLOGÍA HISPÁNICA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 336003,336003,FÍSICA,FACULTAD DE CIENCIAS,C
2024-2025,University of Córdoba,Universidad De Córdoba 303502,303502,FISIOTERAPIA,FACULTAD DE MEDICINA Y ENFERMERÍA,SD
2024-2025,University of Córdoba,Universidad De Córdoba 303517,303517,FISIOTERAPIA,"FISIDEC - FISIOTERAPIA, INVESTIGACIÓN Y DEPORTE DE CÓRDOBA (ADS)",SD
2024-2025,University of Córdoba,Universidad De Córdoba 349506,349506,GESTIÓN CULTURAL,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 337503,337503,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 337600,337600,HISTORIA + HISTORIA DEL ARTE,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 338000,338000,HISTORIA DEL ARTE,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 322003,322003,INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 322500,322500,INGENIERÍA CIVIL,ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 322607,322607,INGENIERÍA CIVIL + ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS,ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ,SIN
2024-2025,University of Córdoba,Universidad De Córdoba 322704,322704,INGENIERÍA CIVIL + INGENIERÍA DE LA ENERGÍA Y RECURSOS MINERALES,ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 322514,322514,INGENIERÍA CIVIL (VIRTUAL),ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 323708,323708,INGENIERÍA DE LA ENERGÍA Y RECURSOS MINERALES,ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 323805,323805,INGENIERÍA DE LA ENERGÍA Y RECURSOS MINERALES + ING. ELÉCTRICA,ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 312504,312504,INGENIERÍA ELÉCTRICA,ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 313001,313001,INGENIERÍA ELECTRÓNICA INDUSTRIAL,ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 324000,324000,INGENIERÍA FORESTAL,E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 322101,322101,INGENIERÍA FORESTAL + INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL,E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 323503,323503,INGENIERÍA INFORMÁTICA,ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 313508,313508,INGENIERÍA MECÁNICA,ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA,IYA
2024-2025,University of Córdoba,Universidad De Córdoba 339500,339500,MEDICINA,FACULTAD DE MEDICINA Y ENFERMERÍA,SD
2024-2025,University of Córdoba,Universidad De Córdoba 341507,341507,PSICOLOGÍA,FACULTAD DE CIENCIAS DE LA EDUCACIÓN,SD
2024-2025,University of Córdoba,Universidad De Córdoba 342500,342500,QUÍMICA,FACULTAD DE CIENCIAS,C
2024-2025,University of Córdoba,Universidad De Córdoba 308004,308004,RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE CIENCIAS DEL TRABAJO,SYJ
2024-2025,University of Córdoba,Universidad De Córdoba 343202,343202,TRADUCCIÓN E INTERPRETACIÓN FRANCÉS,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 334308,334308,TRADUCCIÓN E INTERPRETACIÓN FRANCÉS + FILOLOGÍA HISPÁNICA,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
2024-2025,University of Córdoba,Universidad De Córdoba 343301,343301,TRADUCCIÓN E INTERPRETACIÓN INGLÉS,FACULTAD DE FILOSOFÍA Y LETRAS,AYH
