Address,Address-Wikidata,Address-Wiki-URI,DockBikes,FreeBases,Name,Name-Wikidata,Name-URI-Wikidata,number,TotalBases,POINT_X,POINT_Y
Calle León Gil de Palacio nº 1,Calle León Gil de Palacio nº 1,,4,20,Junta Municipal Distrito de Retiro,Junta Municipal Distrito de Retiro,,178,24,"-3,678834","40,40292"
Avenida de la Albufera nº 6,Avenida de la Albufera nº 6,,12,12,Metro Puente de Vallecas,Metro Puente de Vallecas,,179,24,"-3,669272","40,397927"
Calle Retama (esquina con calle Acanto),Calle Retama (esquina con calle Acanto),,22,1,Estación Sur Méndez Álvaro B,Estación Sur Méndez Álvaro B,,180,23,"-3,67589","40,394042"
Calle Ibiza nº 16,Calle Ibiza nº 16,,6,21,Ibiza - Narváez,Ibiza - Narváez,,181,27,"-3,676444","40,418169"
Alcalde Sainz de Baranda (esquina con calle de Juan Espladiu),,,15,8,Parque Roma,Roma square,https://www.wikidata.org/entity/Q109690129,182,23,"-3,665778","40,418667"
Calle Hermosilla,Calle de Hermosilla,https://www.wikidata.org/entity/Q28052826,3,20,Hermosilla - Doctor Esquerdo,Hermosilla - Doctor Esquerdo,,183,23,"-3,669339","40,425635"
Paseo del Marqués Zafra,Paseo del Marqués Zafra,,4,20,"Marqués de Zafra, 24","Marqués de Zafra, 24",,184,24,"-3,665306","40,426"
Calle Sancho Dávila,Calle Sancho Dávila,,7,17,Parque Quinta de la Fuente del Berro,Parque Quinta de la Fuente del Berro,,185,24,"-3,661528","40,425083"
Calle de Diego de León,Calle de Diego de León,,3,20,Diego de León - General Pardiñas,Diego de León - General Pardiñas,,143,23,"-3,67808","40,434676"
Alcala-Ventas,Alcala-Ventas,,10,13,Alejandro González - Alcalá,Alejandro González - Alcalá,,187,23,"-3,663825","40,430133"
Avenida de Daroca,"Avenida de Daroca, Madrid",https://www.wikidata.org/entity/Q62107216,16,11,Puente de Ventas,Puente de Ventas,,188,27,"-3,659029","40,431256"
Avenida donostiarra,Avenida donostiarra,,1,22,Virgen de la Alegría,Virgen de la Alegría,,189,23,"-3,655492","40,435126"
Calle Velázquez,Calle Velázquez,,15,8,Velázquez - Diego de León,Velázquez - Diego de León,,190,23,"-3,683375","40,434305"
Calle de Alfonso Heredia,Calle de Alfonso Heredia,,1,18,Metro Diego de León,Metro Diego de León,,191,19,"-3,674078","40,434569"
Avenida de los Toreros,"Avenida de los Toreros, Madrid",https://www.wikidata.org/entity/Q29918658,15,12,Avda. de los Toreros - Fco. Silvela,Avda. de los Toreros - Fco. Silvela,,192,27,"-3,671468","40,431826"
Avenida De los Toreros,,,11,16,Plaza de las Ventas,Las Ventas,https://www.wikidata.org/entity/Q756621,193,27,"-3,665555","40,432472"
Calle Francisco Silvela,Francisco Silvela Street,https://www.wikidata.org/entity/Q26833642,22,2,Intercambiador de Avenida de América,Intercambiador de Avenida de América,,194,24,"-3,677154","40,437264"
Calle Mataelpino,Calle Mataelpino,,22,2,Indalecio Hernández - Mataelpino,Indalecio Hernández - Mataelpino,,195,24,"-3,675444","40,439222"
Calle Suero de Quiñones,"Calle de Suero de Quiñones, Madrid",https://www.wikidata.org/entity/Q29202471,2,25,Metro Prosperidad,Metro Prosperidad,,196,27,"-3,675222","40,444224"
Avenida de Concha Espina,avenida de Concha Espina,https://www.wikidata.org/entity/Q27137943,9,14,Parque de Berlín,Parque de Berlín,,197,23,"-3,677916","40,451606"
Paseo de las Castellana,Paseo de las Castellana,,21,2,Metro Rubén Darío,Metro Rubén Darío,,198,23,"-3,6891","40,432"
Calle Fernando el Católico,"Calle de Fernando el Católico, Madrid",https://www.wikidata.org/entity/Q27243299,4,23,"Fernando el Católico, 61","Fernando el Católico, 61",,199,27,"-3,714917","40,434361"
Glorieta de Quevedo,Glorieta de Quevedo,https://www.wikidata.org/entity/Q12175532,15,9,Metro Quevedo,Metro Quevedo,,200,24,"-3,704579","40,433754"
Calle José Abascal,Calle José Abascal,,10,13,Metro Canal,Metro Canal,,201,23,"-3,703833","40,438694"
Calle de Santander,Calle de Santander,,13,14,Parque de Santander,Parque Santander,,202,27,"-3,7083","40,4413"
Calle General de Ampudia 2,Calle General de Ampudia 2,,17,7,General Ampudia - San Francisco Sales,General Ampudia - San Francisco Sales,,203,24,"-3,714472","40,44175"
Calle Doctor Santero,Calle Doctor Santero,,5,18,Doctor Santero - Bravo Murillo,Doctor Santero - Bravo Murillo,,204,23,"-3,70404","40,447649"
Calle Navarra,Calle Navarra,,3,20,Metro Estrecho,Metro Estrecho,,205,23,"-3,703278","40,4535"
Calle Marqués de Viana,"Calle del Marqués de Viana, Madrid",https://www.wikidata.org/entity/Q28944893,1,22,Metro Tetuán,Metro Tetuán,,206,23,"-3,698916","40,460747"
Calle Azucenas,,,0,19,Plaza de la Remonta,Plaza de la Remonta,https://www.wikidata.org/entity/Q17625482,207,19,"-3,697335","40,463044"
Paseo de la Castellana,Paseo de la Castellana,,0,18,Intercambiador de Plaza de Castilla,Línea 722 (Interurbanos Madrid),,208,18,"-3,689061","40,466281"
Plaza de Castilla,Plaza de Castilla,,1,22,Plaza de Castilla - Fundación Canal,Plaza de Castilla - Fundación Canal,,209,23,"-3,6887","40,4657"
Calle de las Tres Cruces,calle de las Tres Cruces,https://www.wikidata.org/entity/Q24537177,23,4,Calle de las Tres Cruces - Gran Vía,Calle de las Tres Cruces - Gran Vía,,210,27,"-3,702716","40,419652"
Calle de el Desengaño,Calle de el Desengaño,,15,8,Desengaño - Valverde,Desengaño - Valverde,,211,23,"-3,70239","40,42059"
Glorieta Marqués de Vadillo,Glorieta Marqués de Vadillo,,13,14,Metro Marqués de Vadillo,Metro Marqués de Vadillo,,212,27,"-3,716591","40,398247"
Calle de Antonio López,calle de Antonio López,https://www.wikidata.org/entity/Q42238475,10,13,Glorieta de Cádiz,Glorieta de Cádiz,,213,23,"-3,700225","40,388992"
Calle Condesa de Venadito,Calle Condesa de Venadito,,23,1,Condesa de Venadito - Albacete,Condesa de Venadito - Albacete,,214,24,"-3,656903","40,443432"
Calle Gutierre de Cetina,Calle Gutierre de Cetina,,7,16,Gutierre de Cetina - Ascao,Gutierre de Cetina - Ascao,,215,23,"-3,640809","40,429588"
Plaza Puerta del Ángel,Plaza Puerta del Ángel,,4,23,Plaza de Puerta del Ángel,Línea 158 (EMT Madrid),,216,27,"-3,72897","40,4141"
Calle Pedro Rico,"Calle de Pedro Rico, Madrid",https://www.wikidata.org/entity/Q56427389,20,3,Hospital Universitario La Paz,Hospital Universitario La Paz,,217,23,"-3,689076","40,480884"
Camino de Vinateros,Camino de Vinateros,,6,17,Camino de los Vinateros A,Camino de los Vinateros A,,218,23,"-3,657297","40,410548"
Camino de los Vinateros,Camino de los Vinateros,,7,11,Camino de los Vinateros B,Camino de los Vinateros B,,219,18,"-3,646734","40,408359"
Calle Arrollo de las Pilillas,,,14,10,Plaza del Encuentro,Square of the Encounter,https://www.wikidata.org/entity/Q126282847,220,24,"-3,651384","40,406156"
Calle Hacienda de Pavones,"Calle de la Hacienda de Pavones, Madrid",https://www.wikidata.org/entity/Q28936083,20,3,Metro Pavones,Metro Pavones,,221,23,"-3,634744","40,400492"
Calle Eugenio Caxes,Calle Eugenio Caxes,,15,8,Eugenio Caxes - Antonio López,Eugenio Caxes - Antonio López,,222,23,"-3,702679","40,391787"
Paseo de la Ermita del Santo,Paseo de la Ermita del Santo,https://www.wikidata.org/entity/Q28137105,10,17,Ermita del Santo,Ermita del Santo Cristo de Marbella,,223,27,"-3,724576","40,406448"
Calle Caramuel,Calle Caramuel,,3,24,Parque de Caramuel,Parque de Caramuel,,224,27,"-3,7287","40,409"
Calle Sierra Toledana,Calle Sierra Toledana,,10,14,Sierra Toledana - Doctor Lozano,Sierra Toledana - Doctor Lozano,,225,24,"-3,660345","40,402506"
Camino Valderribas,Camino Valderribas,,0,23,Sierra Toledana - Camino de Valderribas,Sierra Toledana - Camino de Valderribas,,226,23,"-3,660777","40,399015"
Calle Arrollo del Olivar,Calle Arrollo del Olivar,,0,24,Arroyo del Olivar,Arroyo del Olivar,,227,24,"-3,665936","40,39383"
Calle San Delfín,Calle San Delfín,,0,18,San Delfín - Antonio López,San Delfín - Antonio López,,228,18,"-3,708043","40,394406"
Calle José del Hierro,"Calle de José del Hierro, Madrid",https://www.wikidata.org/entity/Q29910699,0,23,Centro Deportivo Municipal Concepción,Centro Deportivo Municipal Concepción,,229,23,"-3,648651","40,436938"
Calle Carlota O Neill,calle de Carlota O'Neill,https://www.wikidata.org/entity/Q29909274,2,22,Carlota O´Neill - Agastia,Carlota O´Neill - Agastia,,230,24,"-3,648825","40,443679"
Calle Derechos Humanos,Calle Derechos Humanos,,9,15,Derechos Humanos - Verdaguer y García,Derechos Humanos - Verdaguer y García,,231,24,"-3,655719","40,439828"
Calle De José Maria Pereda,Calle De José Maria Pereda,,15,12,José María de Pereda - Alcalá,José María de Pereda - Alcalá,,232,27,"-3,648617","40,432766"
Calle Marqués de Corbera,Calle Marqués de Corbera,,12,12,El dragón de La Elipa,El dragón de La Elipa,,233,24,"-3,655579","40,422952"
Avenida Marques de Corbera,"Avenida del Marqués de Corbera, Madrid",https://www.wikidata.org/entity/Q29168364,8,16,Metro La Elipa,Metro La Elipa,,234,24,"-3,651092","40,426128"
Calle del Sodio,Calle del Sodio,,11,12,Sodio - Embajadores,Sodio - Embajadores,,235,23,"-3,691076","40,389041"
Paseo Imperial,paseo Imperial,https://www.wikidata.org/entity/Q118634190,21,6,Paseo Imperial,Paseo Imperial,,236,27,"-3,717078","40,407579"
CalleSan Germán,CalleSan Germán,,22,2,"San Germán, 5","San Germán, 5",,238,24,"-3,693261","40,456182"
Calle de Francos Rodríguez,"Calle de Francos Rodríguez, Madrid",https://www.wikidata.org/entity/Q26810988,3,20,Francos Rodríguez - José Calvo,Francos Rodríguez - José Calvo,,239,23,"-3,707833","40,456713"
Avenida De Brasilia,avenida de Brasilia,https://www.wikidata.org/entity/Q118670004,4,19,Brasilia - Parque Breogán,Brasilia - Parque Breogán,,240,23,"-3,66096","40,43666"
Calle Camilo José Cela,"Calle Camilo José Cela, Seville",https://www.wikidata.org/entity/Q122804724,2,21,Camilo José Cela,Camilo José Cela,,241,23,"-3,66779","40,4378"
Avenida De Bruselas,Avenida De Bruselas,,14,9,Metro Parque de las Avenidas,Metro Parque de las Avenidas,,242,23,"-3,662928","40,439513"
Calle Cartagena,"Calle de Cartagena, Madrid",https://www.wikidata.org/entity/Q27038851,3,20,Cartagena,Cartagena,,243,23,"-3,67012","40,43503"
Calle Isaac Peral,Calle Isaac Peral,,10,13,Hospital Clínico San Carlos,Hospital Clínico San Carlos,,244,23,"-3,71757","40,44003"
Calle Galileo,Calle Galileo,,2,22,Galileo - Donoso Cortés,Galileo - Donoso Cortés,,245,24,"-3,710138","40,436364"
Calle de Santa Engracia,Calle de Santa Engracia,,23,4,Metro Iglesia,Miguel Iglesias (Metro de Lima),,246,27,"-3,699248","40,435958"
Calle de Zurbano,calle de Zurbano,https://www.wikidata.org/entity/Q27043742,18,5,Zurbano - José Abascal,Zurbano - José Abascal,,247,23,"-3,69281","40,43837"
Calle de Sinesio Delgado,Sinesio Delgado Street,https://www.wikidata.org/entity/Q52245452,22,5,Sinesio Delgado - Cuatro Torres,Sinesio Delgado - Cuatro Torres,,248,27,"-3,687997","40,474321"
Paseo de la Castellana,Paseo de la Castellana,,23,1,Castellana - Cuatro Torres,Castellana - Cuatro Torres,,249,24,"-3,685319","40,479502"
Calle Serrano,Calle Serrano,,16,11,Serrano - CSIC,Serrano - CSIC,,250,27,"-3,68581","40,440649"
Calle Santa Hortensia,"Calle de Santa Hortensia, Madrid",https://www.wikidata.org/entity/Q28943619,2,21,Santa Hortensia - Corazón de María,Santa Hortensia - Corazón de María,,251,23,"-3,66683","40,44421"
Calle Agustín de Foxá,"Calle de Agustín de Foxá, Madrid",https://www.wikidata.org/entity/Q54526348,1,22,Est. tren Chamartín - Clara Campoamor,Est. tren Chamartín - Clara Campoamor,,252,23,"-3,683969","40,47174"
Calle del Doctor Fleming,Calle del Doctor Fleming,,19,0,Doctor Fleming - Estadio S. Bernabéu,Doctor Fleming - Estadio S. Bernabéu,,253,19,"-3,68844","40,45546"
Avenida De Pio XII,Avenida De Pio XII,,6,17,Plaza del Perú,Plaza República del Perú,,254,23,"-3,67656","40,461"
Calle General López pozas,"Calle del General López Pozas, Madrid",https://www.wikidata.org/entity/Q29055446,9,14,General López Pozas - Apolonio Morales,General López Pozas - Apolonio Morales,,255,23,"-3,685292","40,46361"
Calle Beatriz de Bobadilla,"Calle de Beatriz de Bobadilla, Madrid",https://www.wikidata.org/entity/Q62935606,4,19,Reina Victoria - Beatriz de Bobadilla,Reina Victoria - Beatriz de Bobadilla,,256,23,"-3,71383","40,44635"
Avenida Juan Herrera,Avenida Juan Herrera,,22,1,Ciudad Universitaria - INEF,Ciudad Universitaria - INEF,,257,23,"-3,730527","40,438873"
Ciudad Universitaria,Ciudad Universitaria,,24,0,Metro Ciudad Universitaria A,Metro Ciudad Universitaria A,,258,24,"-3,726939","40,444311"
Ciudad Universitaria,Ciudad Universitaria,,19,0,Metro Ciudad Universitaria B,Metro Ciudad Universitaria B,,259,19,"-3,726752","40,442705"
Facultad de Biología,Facultad de Biología,,20,4,Ciudad Universitaria - Fac. de Biología,Ciudad Universitaria - Fac. de Biología,,260,24,"-3,727295","40,448332"
Avenida Complutense,"Avenida Complutense, Madrid",https://www.wikidata.org/entity/Q63954356,23,0,Ciudad Universitaria - Facultad Derecho,Ciudad Universitaria - Facultad Derecho,,261,23,"-3,729676","40,450552"
Calle Amparo Usera,Calle Amparo Usera,,22,1,Metro Usera,Metro Usera,,384,23,"-3,706145","40,387075"
Calle Doctor Tolosa Latour,Calle Doctor Tolosa Latour,,13,10,Estación tren - Hospital 12 de Octubre,Estación tren - Hospital 12 de Octubre,,388,23,"-3,700415","40,37838"
Calle Campotejar,Calle Campotejar,,12,11,Estación de tren Orcasitas,Estación de tren Orcasitas,,385,23,"-3,703887","40,367211"
Calle Isabelita Usera,Calle Isabelita Usera,,10,13,"Isabelita Usera, 44","Isabelita Usera, 44",,387,23,"-3,70774","40,382723"
Avenida de la Perla,Avenida de la Perla,,20,3,Metro San Fermín-Orcasur,Metro San Fermín-Orcasur,,383,23,"-3,69397","40,370002"
Avenida de los Poblados,avenida de los Poblados,https://www.wikidata.org/entity/Q26795575,11,12,"Avenida de los Poblados, 130","Avenida de los Poblados, 130",,386,23,"-3,713315","40,373474"
Avenida Ramon y Cajal,Avenida Ramon y Cajal,,2,21,Metro Avenida de la Paz,Metro Avenida de la Paz,,476,23,"-3,662016","40,453493"
Calle de los Misterios,Calle de los Misterios,,4,19,Metro Ciudad Lineal,Metro Ciudad Lineal,,477,23,"-3,638904","40,438278"
Calle José del Hierro esquina con Arturo Soria,Calle José del Hierro esquina con Arturo Soria,,1,22,José del Hierro - Misterios,José del Hierro - Misterios,,478,23,"-3,641057","40,441521"
Angel Muñoz,Angel Muñoz,,15,12,Metro Arturo Soria,Metro Arturo Soria,,479,27,"-3,655837","40,454784"
Calle Vicente Muzas,Calle Vicente Muzas,,8,15,Vicente Muzas - Arturo Soria,Vicente Muzas - Arturo Soria,,480,23,"-3,660443","40,459033"
Diego Ayllon,Diego Ayllon,,4,19,Diego Ayllón - Arturo Soria,Diego Ayllón - Arturo Soria,,481,23,"-3,652191","40,451179"
Calle de Velero,Calle de Velero,,2,25,Metro El Capricho,Metro El Capricho,,554,27,"-3,5941","40,453"
Avda. de Burgos,avenida de Burgos,https://www.wikidata.org/entity/Q29902431,8,15,"Avenida de Burgos, 17","Avenida de Burgos, 17",,284,23,"-3,67579","40,473594"
Campuzano,Campuzano,,3,20,Metro Pueblo Nuevo,Metro Pueblo Nuevo,,482,23,"-3,642339","40,435687"
Calle Marcelino Álvarez,Calle Marcelino Álvarez,,10,13,Marcelino Álvarez - Daroca,Marcelino Álvarez - Daroca,,483,23,"-3,653432","40,429743"
Calle Luis Campos,Calle Luis Campos,,18,5,Metro García Noblejas,Metro García Noblejas,,484,23,"-3,632389","40,428931"
Calle carretera de canillas,Calle carretera de canillas,,11,12,Carretera de Canillas,Carretera de Canillas,,523,23,"-3,650893","40,46287"
Calle Santa María Magdalena,calle de Santa María Magdalena,https://www.wikidata.org/entity/Q62991157,19,4,Santa María Magdalena - La Drácena,Santa María Magdalena - La Drácena,,285,23,"-3,6706","40,4631"
Plaza Duque de Pastrana,Plaza Duque de Pastrana,,7,16,Plaza Duque de Pastrana,Plaza Duque de Pastrana,,286,23,"-3,6779","40,4679"
Calle de la Yuca,Calle de la Yuca,,12,11,Metro Bambú,Metro Bambú,,287,23,"-3,6762","40,4765"
Calle Caídos de la División Azul,Calle Caídos de la División Azul,,18,5,Caídos de la División Azul,Caídos de la División Azul,,288,23,"-3,6723","40,4664"
Glorieta de Luís Rosales (esquina con López De Hoyos),Glorieta de Luís Rosales (esquina con López De Hoyos),,9,14,Glorieta Luis Rosales,Glorieta Luis Rosales,,524,23,"-3,6543","40,4673"
Fuente Carrantona,Fuente Carrantona,,4,23,Fuente Carrantona - Doctor García Tapia,Fuente Carrantona - Doctor García Tapia,,460,27,"-3,631923","40,407022"
Luis de Hoyos Sainz,Luis de Hoyos Sainz,https://www.wikidata.org/entity/Q5984524,6,17,"Luis de Hoyos Sainz, 198","Luis de Hoyos Sainz, 198",,455,23,"-3,629275","40,400094"
Encomienda de Palacios,Encomienda de Palacios,,4,19,"Encomienda de Palacios, 8","Encomienda de Palacios, 8",,456,23,"-3,6464","40,4005"
Calle Ramirez Tomé,Calle Ramirez Tomé,,2,25,Ramírez Tomé,Ramírez Tomé,,416,27,"-3,645974","40,388756"
