FID,OBJECTID,SHAPE,ADDRESS,BEZIRK,CITY,COUNTRYCODE,DESIGNATION,DIRECTPAYMENT,EVSEID,OPERATORNAME
ELADESTELLEOGD.1720102,1720102,POINT (16.312643005432015 48.13655706577601),"23., Perfektastraße 78-80",23,Wien,AT,Perfektastraße 78-80,0,AT*VNA*E1230570005,Wien Energ
ELADESTELLEOGD.1720103,1720103,POINT (16.302462005726124 48.15275306649267),"23., Walter-Jurmann-Gasse 2C Stg 1",23,Wien,AT,Walter-Jurmann-Gasse,0,AT*VNA*E1230570006,Wien Energ
ELADESTELLEOGD.1720104,1720104,POINT (16.285722005108944 48.13560406642524),"23., Karl-Sarg-Gasse 5",23,Wien,AT,Karl-Sarg-Gasse,0,AT*VNA*E1230570007,Wien Energ
ELADESTELLEOGD.1720105,1720105,POINT (16.277511005011593 48.148458066380456),"23., Maurer Lange Gasse ggü 2",23,Wien,AT,Maurer Lange Gasse,0,AT*VNA*E1230570008,Wien Energ
ELADESTELLEOGD.1720106,1720106,POINT (16.29984100471411 48.13714406571971),"23., Perfektastraße 106",23,Wien,AT,Perfektastraße (Station 2),0,AT*VNA*E1230570009,Wien Energ
ELADESTELLEOGD.1720107,1720107,POINT (16.254260005530558 48.14566706587402),"23., Anton-Krieger-Gasse 204",23,Wien,AT,Anton Krieger Gasse,0,AT*VNA*E1230570010,Wien Energ
ELADESTELLEOGD.1720108,1720108,POINT (16.353200005542742 48.144109065936256),"23., Jochen-Rindt-Straße 5",23,Wien,AT,Jochen-Rindt-Straße,0,AT*VNA*E1230570011,Wien Energ
ELADESTELLEOGD.1720109,1720109,POINT (16.34099600538657 48.14395306632945),"23., Traviatagasse ggü 37",23,Wien,AT,Traviatagasse,0,AT*VNA*E1230570012,Wien Energ
ELADESTELLEOGD.1720110,1720110,POINT (16.32147300479622 48.13772506631725),"23., Perfektastraße 19 Stg 3",23,Wien,AT,Perfektastraße (Station 3),0,AT*VNA*E1230570013,Wien Energ
ELADESTELLEOGD.1720111,1720111,POINT (16.310718005118073 48.13669206611282),"23., Perfektastraße 84A",23,Wien,AT,Perfektastraße (Station 4),0,AT*VNA*E1230570014,Wien Energ
ELADESTELLEOGD.1720112,1720112,POINT (16.31467400527265 48.13229006654756),"23., Karl-Tornay-Gasse 32",23,Wien,AT,Karl-Tornay-Gasse,0,AT*VNA*E1230570015,Wien Energ
ELADESTELLEOGD.1720113,1720113,POINT (16.320441005265184 48.15011106600558),"23., Altmannsdorfer Straße 164",23,Wien,AT,Altmannsdorfer Straße,0,AT*VNA*E1230570016,Wien Energ
ELADESTELLEOGD.1720114,1720114,POINT (16.35253900603029 48.139153066029415),"23., Birostraße 2",23,Wien,AT,Birostraße,0,AT*VNA*E1230570017,Wien Energ
ELADESTELLEOGD.1720115,1720115,POINT (16.280613004849513 48.15621306606103),"23., Marktgemeindegasse 47",23,Wien,AT,Marktgemeindegasse,0,AT*VNA*E1230570019,Wien Energ
ELADESTELLEOGD.1720116,1720116,POINT (16.317758005093197 48.151128066310385),"23., Anton-Baumgartner-Straße 119",23,Wien,AT,Anton-Baumgartner-Straße,0,AT*VNA*E1230570020,Wien Energ
ELADESTELLEOGD.1719794,1719794,POINT (16.30305100479775 48.2028510662129),"14., Maroltingergasse 2",14,Wien,AT,Maroltingergasse,0,AT*VNA*E1140570011,Wien Energ
ELADESTELLEOGD.1719795,1719795,POINT (16.30590600536629 48.19610006588114),"14., Missindorfstraße 21",14,Wien,AT,Missindorfstraße,0,AT*VNA*E1140570012,Wien Energ
ELADESTELLEOGD.1719796,1719796,POINT (16.281726005274287 48.19519206639619),"14., Guldengasse 16-18",14,Wien,AT,Guldeng.16-18,0,AT*VNA*E1140570013,Wien Energ
ELADESTELLEOGD.1719797,1719797,POINT (16.30069000529537 48.198190065996855),"14., Lotte Leyna Platz 1",14,Wien,AT,Lotte Leyna Pl.1,0,AT*VNA*E1140570014,Wien Energ
ELADESTELLEOGD.1719798,1719798,POINT (16.2702730048662 48.19913706611526),"14., Linzer Straße 313/11",14,Wien,AT,Linzer Str.313,0,AT*VNA*E1140570015,Wien Energ
ELADESTELLEOGD.1719799,1719799,POINT (16.309801005181722 48.1919630658524),"14., Cumberlandstraße 10",14,Wien,AT,Cumberlandstr.10,0,AT*VNA*E1140570016,Wien Energ
ELADESTELLEOGD.1719800,1719800,POINT (16.300185005574637 48.190542066063294),"14., Ameisgasse 8",14,Wien,AT,Ameisg.8,0,AT*VNA*E1140570017,Wien Energ
ELADESTELLEOGD.1719801,1719801,POINT (16.293507005384797 48.19537006627494),"14., Fünkhgasse 20",14,Wien,AT,Fünkhg.20,0,AT*VNA*E1140570018,Wien Energ
ELADESTELLEOGD.1719802,1719802,POINT (16.24932000509398 48.203812066388686),"14., Linzer Straße 456-458",14,Wien,AT,Linzer Straße 456-458,0,AT*VNA*E1140570019,Wien Energ
ELADESTELLEOGD.1719803,1719803,POINT (16.30224600549666 48.19475606586614),"14., Goldschlagstraße 189",14,Wien,AT,Goldschlagstr.189,0,AT*VNA*E1140570020,Wien Energ
ELADESTELLEOGD.1719804,1719804,POINT (16.220385004684122 48.2072570660076),"14., Albert-Schweitzer-Gasse 5",14,Wien,AT,Albert Schweitzer G.5,0,AT*VNA*E1140570021,Wien Energ
ELADESTELLEOGD.1719805,1719805,POINT (16.31298600561162 48.19663506595987),"14., Märzstraße 115-123",14,Wien,AT,Märzstr.115-123,0,AT*VNA*E1140570022,Wien Energ
ELADESTELLEOGD.1719806,1719806,POINT (16.29150300475382 48.201731065786724),"14., Ameisbachzeile 21",14,Wien,AT,Ameisbachzeile 21,0,AT*VNA*E1140570023,Wien Energ
ELADESTELLEOGD.1719807,1719807,POINT (16.277071005960124 48.19719806569085),"14., Linzer Straße 280",14,Wien,AT,Linzer Str.280,0,AT*VNA*E1140570024,Wien Energ
ELADESTELLEOGD.1719808,1719808,POINT (16.303206005782496 48.20083506590728),"14., Spallartgasse 27",14,Wien,AT,Spallartgasse,0,AT*VNA*E1140570025,Wien Energ
ELADESTELLEOGD.1719809,1719809,POINT (16.33598700519891 48.197448066143146),"15., Felberstraße 1",15,Wien,AT,öff. Wipark - Westbahnhof,0,AT*VIE*E1150650004,Wien Energ
ELADESTELLEOGD.1719810,1719810,POINT (16.331300006044575 48.20021106590665),"15., Beingasse 35",15,Wien,AT,Beingasse 35,0,AT*VNA*E1150570001,Wien Energ
ELADESTELLEOGD.1719811,1719811,POINT (16.325458005646453 48.190505066373646),"15., Dreihausgasse ggü. 42",15,Wien,AT,Schwendermarkt,0,AT*VNA*E1150570002,Wien Energ
ELADESTELLEOGD.1719812,1719812,POINT (16.33685500494089 48.194987065961776),"15., Mariahilfer Straße 136",15,Wien,AT,Fünfhaus,0,AT*VNA*E1150570003,Wien Energ
ELADESTELLEOGD.1719813,1719813,POINT (16.326073005851576 48.20348606625889),"15., Walkürengasse 11",15,Wien,AT,Auf der Schmelz,0,AT*VNA*E1150570004,Wien Energ
ELADESTELLEOGD.1719814,1719814,POINT (16.331177004774126 48.18641206632919),"15., Sparkassaplatz 4",15,Wien,AT,Sparkassaplatz,0,AT*VNA*E1150570005,Wien Energ
ELADESTELLEOGD.1719815,1719815,POINT (16.332661005895115 48.19163706594241),"15., Clementinengasse 28",15,Wien,AT,Clementinengasse,0,AT*VNA*E1150570006,Wien Energ
ELADESTELLEOGD.1719816,1719816,POINT (16.31331600534221 48.20300206591873),"15., Oeverseestraße ggü. 14",15,Wien,AT,Överseestraße,0,AT*VNA*E1150570007,Wien Energ
ELADESTELLEOGD.1719817,1719817,POINT (16.328601005372487 48.19763606599134),"15., Schweglerstraße 17",15,Wien,AT,Schweglerstraße,0,AT*VNA*E1150570008,Wien Energ
ELADESTELLEOGD.1719818,1719818,POINT (16.317325006029705 48.19988706616554),"15., Koberweingasse vor 1",15,Wien,AT,Koberweingasse,0,AT*VNA*E1150570009,Wien Energ
ELADESTELLEOGD.1719819,1719819,POINT (16.322443005414353 48.19753806583832),"15., Meiselstraße 6",15,Wien,AT,Meiselstraße,0,AT*VNA*E1150570010,Wien Energ
ELADESTELLEOGD.1719820,1719820,POINT (16.32375100567761 48.186276066152296),"15., Sechshauser Straße 108",15,Wien,AT,Sechshauserstraße,0,AT*VNA*E1150570011,Wien Energ
ELADESTELLEOGD.1719821,1719821,POINT (16.317688005610513 48.19428106623274),"15., Goldschlagstraße 101",15,Wien,AT,Goldschlagstraße,0,AT*VNA*E1150570012,Wien Energ
ELADESTELLEOGD.1719822,1719822,POINT (16.321490006002236 48.18855006630625),"15., Jheringgasse 24",15,Wien,AT,Jheringg.24,0,AT*VNA*E1150570013,Wien Energ
ELADESTELLEOGD.1719823,1719823,POINT (16.325611005472684 48.194735066524785),"15., Felberstraße 70",15,Wien,AT,Felberstr.70,0,AT*VNA*E1150570014,Wien Energ
ELADESTELLEOGD.1719824,1719824,POINT (16.329690005112624 48.202531066027746),"15., Kriemhildplatz 10",15,Wien,AT,Kriemhildpl.10,0,AT*VNA*E1150570015,Wien Energ
ELADESTELLEOGD.1719825,1719825,POINT (16.332407005287305 48.19361606640237),"15., Viktoriagasse 6",15,Wien,AT,Viktoriagasse 6,0,AT*VNA*E1150570016,Wien Energ
ELADESTELLEOGD.1719826,1719826,POINT (16.32527800553016 48.19914106644866),"15., Tannhäuserplatz 1",15,Wien,AT,Tannhäuserplatz,0,AT*VNA*E1150570017,Wien Energ
ELADESTELLEOGD.1719827,1719827,POINT (16.3300530052467 48.192134066456006),"15., Grenzgasse (Rudolfsheim-Fünfhaus) 5",15,Wien,AT,Grenzg.5,0,AT*VNA*E1150570018,Wien Energ
ELADESTELLEOGD.1719828,1719828,POINT (16.336369005129363 48.187406065898884),"15., Graumanngasse 20",15,Wien,AT,Graumanng.20,0,AT*VNA*E1150570019,Wien Energ
ELADESTELLEOGD.1719829,1719829,POINT (16.32741800556349 48.184552066326745),"15., Hofmoklgasse 1",15,Wien,AT,Hofmoklg.1,0,AT*VNA*E1150570020,Wien Energ
ELADESTELLEOGD.1719830,1719830,POINT (16.33548800557134 48.19302406646937),"15., Gebrüder-Lang-Gasse 16",15,Wien,AT,Gebrüder Lang G.16,0,AT*VNA*E1150570021,Wien Energ
ELADESTELLEOGD.1719831,1719831,POINT (16.335110005621953 48.19006306621204),"15., Fünfhausgasse 6",15,Wien,AT,Fünfhausg.6,0,AT*VNA*E1150570022,Wien Energ
ELADESTELLEOGD.1719832,1719832,POINT (16.333594005975343 48.20865106612052),"16., Hofferplatz 1",16,Wien,AT,öff. Wipark - Hofferplatz,0,AT*VIE*E5077,Wien Energ
ELADESTELLEOGD.1719833,1719833,POINT (16.318836005809704 48.21247706595225),"16., Wattgasse 7",16,Wien,AT,BOE Wattgasse Station 1,0,AT*VIE*E5101,Wien Energ
ELADESTELLEOGD.1719834,1719834,POINT (16.318836005809704 48.21247706595225),"16., Wattgasse 7",16,Wien,AT,BOE Wattgasse Station 2,0,AT*VIE*E5102,Wien Energ
ELADESTELLEOGD.1719835,1719835,POINT (16.303264004715288 48.21411406584177),"16., Ottakringer Straße 254",16,Wien,AT,Friedhof Ottakring,0,AT*VNA*E1160570001,Wien Energ
ELADESTELLEOGD.1719836,1719836,POINT (16.31993600534753 48.21344206657818),"16., Ottakringer Straße 113",16,Wien,AT,Lambertgasse,0,AT*VNA*E1160570002,Wien Energ
ELADESTELLEOGD.1719837,1719837,POINT (16.334586006021222 48.21388706580885),"16., Weyprechtgasse 5",16,Wien,AT,Yppenplatz,0,AT*VNA*E1160570003,Wien Energ
ELADESTELLEOGD.1719838,1719838,POINT (16.313777005216533 48.21027506642706),"16., Hettenkofergasse 14-16",16,Wien,AT,Hettenkofergasse 14-16,0,AT*VNA*E1160570004,Wien Energ
ELADESTELLEOGD.1719839,1719839,POINT (16.327257005304233 48.21024906589104),"16., Richard-Wagner-Platz 18",16,Wien,AT,Richard-Wagner-Platz,0,AT*VNA*E1160570005,Wien Energ
ELADESTELLEOGD.1719840,1719840,POINT (16.32541300498819 48.2129140659368),"16., Johann-Nepomuk-Berger-Platz bei 10",16,Wien,AT,Johann-Nepomuk-Berger-Platz,0,AT*VNA*E1160570006,Wien Energ
ELADESTELLEOGD.1719841,1719841,POINT (16.30761500554938 48.21646206641036),"16., Musilplatz 15",16,Wien,AT,Musilplatz,0,AT*VNA*E1160570007,Wien Energ
ELADESTELLEOGD.1719842,1719842,POINT (16.33374000516593 48.20819306615743),"16., Neumayrgasse 26",16,Wien,AT,Neumayrgasse,0,AT*VNA*E1160570008,Wien Energ
ELADESTELLEOGD.1719843,1719843,POINT (16.334500004914528 48.2053810661436),"16., Ludo-Hartmann-Platz ggü. 1",16,Wien,AT,Ludo-Hartmann-Platz,0,AT*VNA*E1160570009,Wien Energ
ELADESTELLEOGD.1719844,1719844,POINT (16.318628004911957 48.20741006605807),"16., Arltgasse 10-14",16,Wien,AT,Arltgasse,0,AT*VNA*E1160570010,Wien Energ
ELADESTELLEOGD.1719845,1719845,POINT (16.30408700540882 48.21074706632388),"16., Montleartstraße 52",16,Wien,AT,Montleartstraße,0,AT*VNA*E1160570011,Wien Energ
ELADESTELLEOGD.1719846,1719846,POINT (16.304272004826867 48.22092206594358),"16., Baumeistergasse 6",16,Wien,AT,Baumeistergasse,0,AT*VNA*E1160570012,Wien Energ
ELADESTELLEOGD.1719847,1719847,POINT (16.2898170048282 48.212499065735635),"16., Demuthgasse ggü. 27",16,Wien,AT,Demuthgasse,0,AT*VNA*E1160570013,Wien Energ
ELADESTELLEOGD.1719848,1719848,POINT (16.314875005312 48.216862065702344),"16., Wilhelminenstraße 46",16,Wien,AT,Wilhelminenstraße,0,AT*VNA*E1160570014,Wien Energ
ELADESTELLEOGD.1719849,1719849,POINT (16.334981005612654 48.21120306575546),"16., Neulerchenfelder Straße 33",16,Wien,AT,Neulerchenfelder Straße,0,AT*VNA*E1160570015,Wien Energ
ELADESTELLEOGD.1719850,1719850,POINT (16.316007006040987 48.209191066312805),"16., Zagorskigasse 20-22",16,Wien,AT,Zagorskigasse,0,AT*VNA*E1160570016,Wien Energ
ELADESTELLEOGD.1719851,1719851,POINT (16.321766005217814 48.210448065897204),"16., Brüßlgasse 36",16,Wien,AT,Brüßlgasse,0,AT*VNA*E1160570017,Wien Energ
ELADESTELLEOGD.1719852,1719852,POINT (16.309857005460252 48.212099066046555),"16., Enenkelstraße 34",16,Wien,AT,Enenkelstraße,0,AT*VNA*E1160570018,Wien Energ
ELADESTELLEOGD.1719853,1719853,POINT (16.332239005827233 48.209967066110835),"16., Fröbelgasse 56",16,Wien,AT,Fröbelgasse 56,0,AT*VNA*E1160570019,Wien Energ
ELADESTELLEOGD.1719854,1719854,POINT (16.32622000592857 48.20602606626608),"16., Herbststraße 39",16,Wien,AT,Herbststraße Station 1,0,AT*VNA*E1160570020,Wien Energ
ELADESTELLEOGD.1719855,1719855,POINT (16.322320004975587 48.207331066099286),"16., Herbststraße 80-84",16,Wien,AT,Herbststraße Station 2,0,AT*VNA*E1160570021,Wien Energ
ELADESTELLEOGD.1719856,1719856,POINT (16.326263004814155 48.20760706583898),"16., Hyrtlgasse 22",16,Wien,AT,Hyrtlgasse,0,AT*VNA*E1160570022,Wien Energ
ELADESTELLEOGD.1719857,1719857,POINT (16.30722900552534 48.208713065788075),"16., Landsteinergasse 8",16,Wien,AT,Landsteinergasse,0,AT*VNA*E1160570023,Wien Energ
ELADESTELLEOGD.1719858,1719858,POINT (16.316065005811357 48.221456066051765),"16., Paletzgasse 28",16,Wien,AT,Paletzgasse,0,AT*VNA*E1160570024,Wien Energ
ELADESTELLEOGD.1719859,1719859,POINT (16.302483005053137 48.22445506634569),"16., Rosenackerstraße 22",16,Wien,AT,Rosenackerstraße,0,AT*VNA*E1160570025,Wien Energ
ELADESTELLEOGD.1719860,1719860,POINT (16.31219000565222 48.218535066423684),"16., Seeböckgasse 51",16,Wien,AT,Seeböckgasse,0,AT*VNA*E1160570026,Wien Energ
ELADESTELLEOGD.1719861,1719861,POINT (16.338429005253783 48.21233506581659),"16., Veronikagasse 1",16,Wien,AT,Veronikagasse,0,AT*VNA*E1160570027,Wien Energ
ELADESTELLEOGD.1719862,1719862,POINT (16.316863005651033 48.21205006649548),"16., Wurlitzergasse 1",16,Wien,AT,Wurlitzergasse,0,AT*VNA*E1160570028,Wien Energ
ELADESTELLEOGD.1719863,1719863,POINT (16.330652005118036 48.21502006582863),"17., Haslingergasse 11",17,Wien,AT,BOE Garage Ottakringer Straße,0,AT*VIE*E5124,Wien Energ
ELADESTELLEOGD.1719864,1719864,POINT (16.321544005069896 48.21730406642764),"17., Geblergasse 107",17,Wien,AT,öff. Wipark - Geblergasse,0,AT*VIE*E5510,Wien Energ
ELADESTELLEOGD.1719865,1719865,POINT (16.29773200553893 48.230318065924344),"17., Alszeile vor 117",17,Wien,AT,Alexander-Lernert-Holenia-Park,0,AT*VNA*E1170570001,Wien Energ
ELADESTELLEOGD.1719866,1719866,POINT (16.33042600587071 48.22272906642903),"17., Diepoldplatz geg. 1",17,Wien,AT,Diepoldpark,0,AT*VNA*E1170570002,Wien Energ
ELADESTELLEOGD.1719867,1719867,POINT (16.32505600511402 48.21994306612842),"17., Hernalser Hauptstraße vor 109",17,Wien,AT,Hernalser Hauptstraße Station 1,0,AT*VNA*E1170570003,Wien Energ
ELADESTELLEOGD.1719868,1719868,POINT (16.313912004729108 48.22392706643202),"17., Hernalser Hauptstraße vor 187",17,Wien,AT,Bahnhof Hernals,0,AT*VNA*E1170570004,Wien Energ
ELADESTELLEOGD.1719869,1719869,POINT (16.337652005440006 48.217783065930924),"17., Jörgerstraße vor 26",17,Wien,AT,Jörgerstraße,0,AT*VNA*E1170570005,Wien Energ
ELADESTELLEOGD.1719870,1719870,POINT (16.319950005829178 48.217359066027115),"17., Wattgasse 48",17,Wien,AT,Wattgasse,0,AT*VNA*E1170570006,Wien Energ
ELADESTELLEOGD.1719871,1719871,POINT (16.33256600608814 48.21792606573139),"17., Hernalser Hauptstraße 72-74",17,Wien,AT,Hernalser Hauptstraße Station 2,0,AT*VNA*E1170570007,Wien Energ
ELADESTELLEOGD.1719872,1719872,POINT (16.30385200522188 48.227622066143205),"17., Dornbacher Straße 20",17,Wien,AT,Göttlicher Heiland,0,AT*VNA*E1170570008,Wien Energ
ELADESTELLEOGD.1719873,1719873,POINT (16.319028006030805 48.22248406647683),"17., Hernalser Hauptstraße 156",17,Wien,AT,Hernalser Hauptstraße Station 3,0,AT*VNA*E1170570009,Wien Energ
ELADESTELLEOGD.1719874,1719874,POINT (16.329260004798936 48.22009806649842),"17., Rötzergasse 43",17,Wien,AT,Rötzergasse 43,0,AT*VNA*E1170570010,Wien Energ
ELADESTELLEOGD.1719875,1719875,POINT (16.334468005669958 48.221863066449174),"17., Kalvarienberggasse 55",17,Wien,AT,Kalvarienberggasse,0,AT*VNA*E1170570011,Wien Energ
ELADESTELLEOGD.1719876,1719876,POINT (16.29083700587978 48.23342606569934),"17., Dornbacher Straße vor 119",17,Wien,AT,Dornbacher Straße,0,AT*VNA*E1170570012,Wien Energ
ELADESTELLEOGD.1719877,1719877,POINT (16.29635100596722 48.22721606619899),"17., Andergasse 12/3",17,Wien,AT,Andergasse,0,AT*VNA*E1170570013,Wien Energ
ELADESTELLEOGD.1719878,1719878,POINT (16.328034005267803 48.216277066450246),"17., Parhamerplatz 2",17,Wien,AT,Parhamerplatz,0,AT*VNA*E1170570014,Wien Energ
ELADESTELLEOGD.1719879,1719879,POINT (16.30752900488217 48.22431506650226),"17., Paschinggasse 4",17,Wien,AT,Paschinggasse,0,AT*VNA*E1170570015,Wien Energ
ELADESTELLEOGD.1719880,1719880,POINT (16.301364005598657 48.235556066173714),"17., Josef-Redl-Gasse ggü. 1",17,Wien,AT,Josef-Redl-Gasse,0,AT*VNA*E1170570016,Wien Energ
ELADESTELLEOGD.1719881,1719881,POINT (16.29407700581248 48.22855706601094),"17., Heuberggasse vor 9",17,Wien,AT,Heuberggasse,0,AT*VNA*E1170570017,Wien Energ
ELADESTELLEOGD.1719882,1719882,POINT (16.310298006056914 48.22555206581149),"17., Hernalser Hauptstraße 218",17,Wien,AT,Hernalser Hauptstraße 218,0,AT*VNA*E1170570018,Wien Energ
ELADESTELLEOGD.1719883,1719883,POINT (16.28806800481489 48.236758066163524),"17., Neuwaldegger Straße 23",17,Wien,AT,Neuwaldegger Straße 23,0,AT*VNA*E1170570019,Wien Energ
ELADESTELLEOGD.1719884,1719884,POINT (16.276686005848713 48.24020506607219),"17., Neuwaldegger Straße 59",17,Wien,AT,Neuwaldegger Starße 59,0,AT*VNA*E1170570021,Wien Energ
ELADESTELLEOGD.1719885,1719885,POINT (16.289974006001206 48.22593306605897),"17., Pointengasse vor 25",17,Wien,AT,Pointengasse vor 25,0,AT*VNA*E1170570022,Wien Energ
ELADESTELLEOGD.1719886,1719886,POINT (16.33122700595587 48.21962406631474),"17., Rötzergasse 24",17,Wien,AT,Rötzergasse 24,0,AT*VNA*E1170570023,Wien Energ
ELADESTELLEOGD.1719887,1719887,POINT (16.336475005855657 48.22843606629276),"18., Gentzgasse 104",18,Wien,AT,Gentzgasse 104,0,AT*VNA*E1180570001,Wien Energ
ELADESTELLEOGD.1719888,1719888,POINT (16.32826100571344 48.23122506651903),"18., Herbeckstraße vor 2",18,Wien,AT,Herbeckstraße,0,AT*VNA*E1180570002,Wien Energ
ELADESTELLEOGD.1719889,1719889,POINT (16.34874500523124 48.22511506632236),"18., Währinger Straße vor 71",18,Wien,AT,Volksoper,0,AT*VNA*E1180570003,Wien Energ
ELADESTELLEOGD.1719890,1719890,POINT (16.34292100581777 48.221125066031796),"18., Antonigasse vor 2",18,Wien,AT,Michelbeuern,0,AT*VNA*E1180570004,Wien Energ
ELADESTELLEOGD.1719891,1719891,POINT (16.319352005076333 48.238332066169036),"18., Gersthofer Straße vor 135/1",18,Wien,AT,Gersthofer Straße,0,AT*VNA*E1180570005,Wien Energ
ELADESTELLEOGD.1719892,1719892,POINT (16.344117005920797 48.225854065767464),"18., Gertrudplatz 6",18,Wien,AT,Gertrudplatz,0,AT*VNA*E1180570006,Wien Energ
ELADESTELLEOGD.1719893,1719893,POINT (16.32719300481171 48.23413206588494),"18., Höhnegasse 2",18,Wien,AT,Höhnegasse,0,AT*VNA*E1180570007,Wien Energ
ELADESTELLEOGD.1719894,1719894,POINT (16.347477005689054 48.23034906643531),"18., Anastasius-Grün-Gasse 14",18,Wien,AT,Anastasius-Grün-Gasse,0,AT*VNA*E1180570008,Wien Energ
ELADESTELLEOGD.1719895,1719895,POINT (16.345137004933402 48.22685906587361),"18., Gentzgasse 22-24",18,Wien,AT,Gentzgasse Station 2,0,AT*VNA*E1180570009,Wien Energ
ELADESTELLEOGD.1719896,1719896,POINT (16.33611400521359 48.22337006585482),"18., Teschnergasse 1",18,Wien,AT,Teschnergasse,0,AT*VNA*E1180570010,Wien Energ
ELADESTELLEOGD.1719897,1719897,POINT (16.337384005430906 48.22248906657861),"18., Antonigasse 44",18,Wien,AT,Antonigasse,0,AT*VNA*E1180570011,Wien Energ
ELADESTELLEOGD.1719898,1719898,POINT (16.32985600599023 48.237188065989415),"18., Peter-Jordan-Straße 81",18,Wien,AT,Peter-Jordan-Straße,0,AT*VNA*E1180570012,Wien Energ
ELADESTELLEOGD.1719899,1719899,POINT (16.307725005635238 48.24684306627212),"18., Khevenhüllerstraße 19",18,Wien,AT,Khevenhüllerstraße,0,AT*VNA*E1180570013,Wien Energ
ELADESTELLEOGD.1719900,1719900,POINT (16.345372005259748 48.223789066088735),"18., Schopenhauerstraße 11",18,Wien,AT,Schopenhauerstraße,0,AT*VNA*E1180570014,Wien Energ
ELADESTELLEOGD.1719901,1719901,POINT (16.32058700604711 48.23327406616846),"18., Wallrißstraße 67",18,Wien,AT,Wallrißstraße,0,AT*VNA*E1180570015,Wien Energ
ELADESTELLEOGD.1719902,1719902,POINT (16.331252005444554 48.226369066576375),"18., Kreuzgasse (Hernals und Währing) 76",18,Wien,AT,Kreuzgasse,0,AT*VNA*E1180570016,Wien Energ
ELADESTELLEOGD.1719903,1719903,POINT (16.340176005005766 48.220021065969156),"18., Martinstraße 21-23",18,Wien,AT,Martinstraße,0,AT*VNA*E1180570017,Wien Energ
ELADESTELLEOGD.1719904,1719904,POINT (16.337739006020655 48.23239306599185),"18., Gregor-Mendel-Straße 21",18,Wien,AT,Gregor-Mendl-Staße,0,AT*VNA*E1180570018,Wien Energ
ELADESTELLEOGD.1719905,1719905,POINT (16.34474300555121 48.22944706595176),"18., Michaelerstraße 35",18,Wien,AT,Michaelastraße,0,AT*VNA*E1180570019,Wien Energ
ELADESTELLEOGD.1719906,1719906,POINT (16.367246005001423 48.2468280662932),"19., Muthgasse 18",19,Wien,AT,BOKU Garage Muthgasse,0,AT*VIE*E5105,Wien Energ
ELADESTELLEOGD.1719907,1719907,POINT (16.341766004823086 48.252765066287736),"19., An den langen Lüssen 2",19,Wien,AT,BOE Garage Grinzing,0,AT*VIE*E5213,Wien Energ
ELADESTELLEOGD.1719908,1719908,POINT (16.348016005986633 48.24321006622364),"19., Billrothstraße 78",19,Wien,AT,öff. BIP - Rudolfinerhaus,0,AT*VIE*E5525,Wien Energ
ELADESTELLEOGD.1719909,1719909,POINT (16.361976006031192 48.238322065910346),"19., Heiligenstädter Lände 13",19,Wien,AT,Manhattan Parking Garage Ebene 2,0,AT*VIE*E5529,Wien Energ
ELADESTELLEOGD.1719910,1719910,POINT (16.36177600545196 48.23845106649205),"19., Heiligenstädter Lände 13",19,Wien,AT,Manhattan Parking Garage,0,AT*VIE*E7312,Wien Energ
ELADESTELLEOGD.1719911,1719911,POINT (16.349186004800355 48.239898065973456),"19., Billrothstraße vor 42",19,Wien,AT,Billrothstraße,0,AT*VNA*E1190570001,Wien Energ
ELADESTELLEOGD.1719912,1719912,POINT (16.36519900573164 48.25970606595205),"19., Greinergasse vor 36-40",19,Wien,AT,Nußdorfer Platz,0,AT*VNA*E1190570002,Wien Energ
ELADESTELLEOGD.1719913,1719913,POINT (16.362763005860806 48.24974106656556),"19., Heiligenstädter Straße vor 123",19,Wien,AT,Heiligenstadt,0,AT*VNA*E1190570004,Wien Energ
ELADESTELLEOGD.1719914,1719914,POINT (16.358019005327815 48.2380440665405),"19., Heiligenstädter Straße vor 45",19,Wien,AT,Heiligenstädter Straße,0,AT*VNA*E1190570005,Wien Energ
ELADESTELLEOGD.1719915,1719915,POINT (16.3302990049351 48.241822066100134),"19., Kratzlgasse 2",19,Wien,AT,Kratzlgasse,0,AT*VNA*E1190570006,Wien Energ
ELADESTELLEOGD.1719916,1719916,POINT (16.356038005668953 48.244841066186375),"19., Hohe Warte 6",19,Wien,AT,Hohe Warte,0,AT*VNA*E1190570007,Wien Energ
ELADESTELLEOGD.1719917,1719917,POINT (16.35288800510063 48.23420906582325),"19., Döblinger Hauptstraße 7A",19,Wien,AT,Döblinger Hauptstraße,0,AT*VNA*E1190570008,Wien Energ
ELADESTELLEOGD.1719918,1719918,POINT (16.3439780052843 48.25583606590209),"19., Sandgasse 5",19,Wien,AT,Sandgasse,0,AT*VNA*E1190570009,Wien Energ
ELADESTELLEOGD.1719919,1719919,POINT (16.32146700567288 48.251854066521446),"19., Sieveringer Straße 175",19,Wien,AT,Sieveringer Straße Station 1,0,AT*VNA*E1190570010,Wien Energ
ELADESTELLEOGD.1719920,1719920,POINT (16.33354800593832 48.246803066427645),"19., Sieveringer Straße 75A",19,Wien,AT,Sieveringer Straße Station 2,0,AT*VNA*E1190570011,Wien Energ
ELADESTELLEOGD.1719921,1719921,POINT (16.34189400556072 48.242543066036816),"19., Sonnbergplatz 9",19,Wien,AT,Sonnbergplatz,0,AT*VNA*E1190570012,Wien Energ
