FID,Distric_D,NDistric_D,NVia_D
3762,07,Horta-Guinardó,Carrer Crehuet
3764,07,Horta-Guinardó,Carrer Porto
3768,07,Horta-Guinardó,Baixada Mercat
3769,07,Horta-Guinardó,Carrer Pere Pau
3770,07,Horta-Guinardó,Plaça Eivissa
3772,07,Horta-Guinardó,Carrer Rajoler
3777,07,Horta-Guinardó,Carrer Sant Bernabé
3779,07,Horta-Guinardó,Carrer Rectoria
3781,07,Horta-Guinardó,Carrer Feliu i Codina
3784,07,Horta-Guinardó,Carrer Salses
3787,07,Horta-Guinardó,Carrer Campoamor
3788,07,Horta-Guinardó,Carrer Eduard Toda
3792,07,Horta-Guinardó,Carrer Fàtima
3793,07,Horta-Guinardó,Carrer Fontanet
3796,07,Horta-Guinardó,Carrer Coïmbra
3799,07,Horta-Guinardó,Carrer Amor
3801,07,Horta-Guinardó,Carrer Puríssima
3804,07,Horta-Guinardó,Carrer Capcir
3805,07,Horta-Guinardó,Passatge Sant Jaume
3806,07,Horta-Guinardó,Passatge Feliu
3809,07,Horta-Guinardó,Carrer Alarcón
3812,07,Horta-Guinardó,Passatge Xinxó
3813,07,Horta-Guinardó,Carrer Serrallonga
3817,07,Horta-Guinardó,Avinguda Marquès de Castellbell
3819,07,Horta-Guinardó,Carrer Juan de Mena
3820,07,Horta-Guinardó,Carrer Sant Gaudenci
3823,07,Horta-Guinardó,Carrer Pintor Josep Pinós
3824,07,Horta-Guinardó,Carrer Canigó
3825,07,Horta-Guinardó,Carrer Doctor Letamendi
3835,07,Horta-Guinardó,Carrer Venècia
3841,07,Horta-Guinardó,Carrer Hedilla
3847,07,Horta-Guinardó,Carrer Congrés
3848,07,Horta-Guinardó,Carrer Lloret de Mar
3852,07,Horta-Guinardó,Carrer Porrera
3858,07,Horta-Guinardó,Carrer Pirineus
3859,07,Horta-Guinardó,Camí Font d'en Quintana
3860,07,Horta-Guinardó,Passeig Universal
3869,07,Horta-Guinardó,Carrer Carles Collet
3871,07,Horta-Guinardó,Carrer Rembrandt
3873,07,Horta-Guinardó,Passeig Valldaura
3875,07,Horta-Guinardó,Carrer Scala Dei
3878,07,Horta-Guinardó,Carretera Horta a Cerdanyola
3879,07,Horta-Guinardó,Carrer Germans Desvalls
3880,07,Horta-Guinardó,Carrer Dosrius
3881,07,Horta-Guinardó,Carrer Castellar
3882,07,Horta-Guinardó,Carrer Mura
3885,07,Horta-Guinardó,Carrer Matadepera
3888,07,Horta-Guinardó,Carrer Muntanyola
3889,07,Horta-Guinardó,Carrer Constantí
3890,07,Horta-Guinardó,Carrer Font Baliarda
3892,07,Horta-Guinardó,Carrer Logronyo
3893,07,Horta-Guinardó,Carretera Alta de les Roquetes
3897,07,Horta-Guinardó,Passeig Vall d'Hebron
3909,07,Horta-Guinardó,Carrer Iriarte
3910,07,Horta-Guinardó,Carrer Segur
3911,07,Horta-Guinardó,Carrer Trueba
3912,07,Horta-Guinardó,Carrer Juan Valera
3913,07,Horta-Guinardó,Carrer Fernán Caballero
3916,07,Horta-Guinardó,Carrer Jericó
3918,07,Horta-Guinardó,Carrer Samaria
3920,06,Gràcia,Passeig Vall d'Hebron
3926,07,Horta-Guinardó,Carretera Sant Cugat
3927,07,Horta-Guinardó,Carrer Natzaret
3932,07,Horta-Guinardó,Carrer Sinaí
3933,06,Gràcia,Carrer General Mendoza
3935,07,Horta-Guinardó,Carrer Àngel Marquès
3939,07,Horta-Guinardó,Carrer Benlliure
3941,07,Horta-Guinardó,Carrer Pintura
3942,07,Horta-Guinardó,Carrer Clarà Ayats
3944,07,Horta-Guinardó,Carrer Roig i Solé
3947,07,Horta-Guinardó,Carrer Arquitectura
3951,07,Horta-Guinardó,Carrer Domènech i Montaner
3952,07,Horta-Guinardó,Carrer Baldomer Girona
3953,07,Horta-Guinardó,Carrer Canovelles
3956,07,Horta-Guinardó,Avinguda Elies Pagès
3965,07,Horta-Guinardó,Carrer Cànoves
3966,07,Horta-Guinardó,Carrer Sagàs
3967,07,Horta-Guinardó,Carrer Olvan
3973,07,Horta-Guinardó,Avinguda Jordà
3974,07,Horta-Guinardó,Carrer Getsemaní
3975,07,Horta-Guinardó,Carrer Nínive
3986,07,Horta-Guinardó,Carrer Lledoner
3988,07,Horta-Guinardó,Carrer Naïm
3989,07,Horta-Guinardó,Carrer Haifa
3993,07,Horta-Guinardó,Carrer Costa Pacheco
3994,07,Horta-Guinardó,Carrer Saldes
3996,07,Horta-Guinardó,Carrer Vayreda
3997,08,Nou Barris,Carrer Mont-ral
4000,07,Horta-Guinardó,Carrer Mestre Dalmau
4002,07,Horta-Guinardó,Carrer Garriguella
4003,07,Horta-Guinardó,Carretera Vista-rica
4004,07,Horta-Guinardó,Carrer Harmonia
4005,07,Horta-Guinardó,Camí Sant Cebrià
4013,07,Horta-Guinardó,Torrent Cal Notari
4016,07,Horta-Guinardó,Camí Cal Notari
4018,08,Nou Barris,Camí Sant Llàtzer
4020,08,Nou Barris,Ronda Guineueta Vella
4026,07,Horta-Guinardó,Carrer Sant Pere
4031,09,Sant Andreu,Carrer Sant Antoni Maria Claret
4033,09,Sant Andreu,Carrer Juan de Garay
4038,09,Sant Andreu,Carrer Las Navas de Tolosa
4040,09,Sant Andreu,Carrer Biscaia
4043,09,Sant Andreu,Carrer Espronceda
4046,09,Sant Andreu,Carrer Indústria
4047,09,Sant Andreu,Carrer Concepción Arenal
4049,09,Sant Andreu,Carrer Campo Florido
4053,09,Sant Andreu,Carrer Pinar del Río
4058,09,Sant Andreu,Carrer Garcilaso
4064,09,Sant Andreu,Carrer Jordi de Sant Jordi
4065,09,Sant Andreu,Carrer Matanzas
4068,09,Sant Andreu,Carrer Puerto Príncipe
4071,09,Sant Andreu,Carrer Palència
4072,09,Sant Andreu,Carrer Felip II
4073,09,Sant Andreu,Passatge Doctor Torres
4075,09,Sant Andreu,Carrer Ciutat d'Elx
4077,09,Sant Andreu,Carrer Francesc Tàrrega
4080,09,Sant Andreu,Carrer Manigua
4083,09,Sant Andreu,Carrer Olesa
4090,09,Sant Andreu,Carrer Cienfuegos
4102,09,Sant Andreu,Carrer Comtessa de Pardo Bazán
4103,09,Sant Andreu,Carrer Trinxant
4105,09,Sant Andreu,Passatge Aloi
4106,09,Sant Andreu,Carrer Capella
4108,09,Sant Andreu,Passatge Doctor Torent
4111,09,Sant Andreu,Avinguda Meridiana
4114,09,Sant Andreu,Carrer Josep Estivill
4115,09,Sant Andreu,Carrer Gran de la Sagrera
4117,09,Sant Andreu,Carrer Hondures
4119,09,Sant Andreu,Carrer Martí Molins
4123,09,Sant Andreu,Carrer Nobel
4124,09,Sant Andreu,Carrer Monlau
4125,09,Sant Andreu,Carrer Mossèn Juliana
4128,09,Sant Andreu,Carrer Vallès i Ribot
4130,09,Sant Andreu,Carrer Filipines
4135,09,Sant Andreu,Carrer Cortit
4136,09,Sant Andreu,Passatge Companyia
4139,09,Sant Andreu,Passatge Can Berdura
4141,09,Sant Andreu,Passatge Artemis
4143,09,Sant Andreu,Carrer Múrcia
4146,09,Sant Andreu,Carrer Josep Soldevila
4147,09,Sant Andreu,Carrer Pardo
4149,09,Sant Andreu,Carrer Can Ros
4151,09,Sant Andreu,Carrer Cardenal Tedeschini
4160,08,Nou Barris,Carrer Riera d'Horta
4166,09,Sant Andreu,Carrer Espiga
4167,09,Sant Andreu,Plaça Congrés Eucarístic
4170,09,Sant Andreu,Plaça Doctor Modrego
4175,09,Sant Andreu,Carrer Felip Bertran i Güell
4178,09,Sant Andreu,Plaça Cardenal Cicognani
4179,09,Sant Andreu,Carrer Cep
4180,09,Sant Andreu,Carrer Alexandre Galí
4181,09,Sant Andreu,Carrer Antilles
4182,09,Sant Andreu,Carrer Açores
4185,09,Sant Andreu,Carrer Berenguer de Palou
4187,09,Sant Andreu,Carrer Antonio Ricardos
4189,09,Sant Andreu,Carrer Jambrina
4194,09,Sant Andreu,Carrer Pacífic
4200,09,Sant Andreu,Carrer Portugal
4205,09,Sant Andreu,Carrer Collegats
4206,09,Sant Andreu,Carrer Irlanda
4210,09,Sant Andreu,Carrer Monges
4216,09,Sant Andreu,Carrer Llenguadoc
4221,09,Sant Andreu,Carrer Vallès
4225,09,Sant Andreu,Passatge Joaquim Rita
4226,09,Sant Andreu,Passatge Sòcrates
4227,09,Sant Andreu,Passatge Irlanda
4229,09,Sant Andreu,Carrer Sòcrates
4240,09,Sant Andreu,Carrer Castellbell
4241,09,Sant Andreu,Carrer Pare Secchi
4242,09,Sant Andreu,Carrer Abat Odó
4246,09,Sant Andreu,Carrer Coroleu
4250,09,Sant Andreu,Carrer Neopàtria
4255,09,Sant Andreu,Carrer Gran de Sant Andreu
4260,09,Sant Andreu,Carrer Camil Fabra
4262,09,Sant Andreu,Carrer Dublín
4266,09,Sant Andreu,Rambla Fabra i Puig
4273,09,Sant Andreu,Passeig Fabra i Puig
4275,09,Sant Andreu,Carrer Pegàs
4283,09,Sant Andreu,Carrer Vall d'Aran
4284,09,Sant Andreu,Carrer Sant Ildefons
4288,09,Sant Andreu,Carrer Cuba
4289,09,Sant Andreu,Carrer Marquès de Santillana
4291,09,Sant Andreu,Carrer Nadal
4298,09,Sant Andreu,Carrer Rovira i Virgili
4301,09,Sant Andreu,Carrer Torroella de Montgrí
4302,09,Sant Andreu,Carrer Doctor Santponç
4308,09,Sant Andreu,Carrer Ramon Batlle
4311,09,Sant Andreu,Carrer Roquetes
4313,09,Sant Andreu,Carrer Cervera
4314,09,Sant Andreu,Carrer Sant Narcís
4319,09,Sant Andreu,Carrer Peronella
4324,09,Sant Andreu,Plaça Abat Escarré
4326,09,Sant Andreu,Carrer Borriana
4330,09,Sant Andreu,Carrer Liuva
4331,09,Sant Andreu,Carrer Colònia
4333,09,Sant Andreu,Carrer Parellada
4339,09,Sant Andreu,Carrer Mossèn Quintí Mallofrè
4341,09,Sant Andreu,Carrer Santa Coloma
4344,09,Sant Andreu,Carrer Virgili
4351,09,Sant Andreu,Carrer Garona
4354,09,Sant Andreu,Carrer Roine
4356,09,Sant Andreu,Carrer Segre
4360,09,Sant Andreu,Rambla Onze de Setembre
4367,09,Sant Andreu,Carrer Pare Manyanet
4368,09,Sant Andreu,Carrer Sant Mateu
4372,09,Sant Andreu,Carrer Sant Sebastià
4374,09,Sant Andreu,Carrer Afores
4375,09,Sant Andreu,Carrer Malats
4382,09,Sant Andreu,Carrer Mir
4384,09,Sant Andreu,Carrer Cabrera
4389,09,Sant Andreu,Carrer Pons i Gallarza
4399,09,Sant Andreu,Carrer Cardenal Cisneros
4401,09,Sant Andreu,Carrer Montpeller
4404,09,Sant Andreu,Carrer Rubén Darío
4405,09,Sant Andreu,Carrer Arbúcies
4407,09,Sant Andreu,Carrer Andorra
4408,09,Sant Andreu,Carrer Renart
4410,09,Sant Andreu,Carrer Comte Tallaferro
4411,09,Sant Andreu,Carrer Jorba
4417,09,Sant Andreu,Carrer Bascònia
4420,09,Sant Andreu,Carrer Fraga
4421,09,Sant Andreu,Carrer Sant Marià
4422,09,Sant Andreu,Carrer Cerdà
4423,09,Sant Andreu,Carrer Gordi
4424,09,Sant Andreu,Carrer Mateu Ferran
4425,09,Sant Andreu,Carrer Arc del Mercat
4426,09,Sant Andreu,Plaça Mercadal
4431,09,Sant Andreu,Carrer Baliarda
4434,09,Sant Andreu,Carrer Servet
4436,09,Sant Andreu,Plaça Marià Brossa
4439,09,Sant Andreu,Carrer Sant Hipòlit
4442,09,Sant Andreu,Carrer Matagalls
4444,09,Sant Andreu,Carrer Voló
4453,09,Sant Andreu,Carrer Ignasi Iglésias
4464,09,Sant Andreu,Carrer Montsec
4469,09,Sant Andreu,Carrer Tres Creus
4470,09,Sant Andreu,Riera Sant Andreu
4481,09,Sant Andreu,Carrer Doctor Balari i Jovany
4484,09,Sant Andreu,Carrer Ajuntament
4494,09,Sant Andreu,Carrer Sant Adrià
4496,09,Sant Andreu,Carrer Còrdova
4499,09,Sant Andreu,Carrer Verdet
4500,09,Sant Andreu,Carrer Lanzarote
4501,09,Sant Andreu,Carrer Guardiola i Feliu
4503,09,Sant Andreu,Carrer Santa Marta
4504,09,Sant Andreu,Carrer Dragó
4506,09,Sant Andreu,Carrer Recesvint
4508,09,Sant Andreu,Carrer Agustí i Milà
4513,09,Sant Andreu,Carrer Tremp
4514,09,Sant Andreu,Carrer Tramuntana
4517,09,Sant Andreu,Carrer Grau
4529,09,Sant Andreu,Carrer Xandri
4530,09,Sant Andreu,Carrer Joan Torras
4531,09,Sant Andreu,Plaça Sot dels Paletes
4533,09,Sant Andreu,Carrer Pont
4534,09,Sant Andreu,Carrer Segadors
4536,09,Sant Andreu,Passatge Isabel Ribó
4537,09,Sant Andreu,Carrer Cinca
4539,09,Sant Andreu,Passeig Torras i Bages
4544,09,Sant Andreu,Carrer Paixalet
4549,09,Sant Andreu,Passatge Estació
4556,09,Sant Andreu,Carrer Estació
4559,09,Sant Andreu,Carrer Andana de l'Estació
4560,09,Sant Andreu,Carrer Campeny
4562,09,Sant Andreu,Carrer Valentí Iglésias
4563,09,Sant Andreu,Carrer Residència
4570,09,Sant Andreu,Carrer Eiximenis
4572,09,Sant Andreu,Carrer Almirall Pròixida
4573,09,Sant Andreu,Carrer Balira
4574,09,Sant Andreu,Carrer Colòmbia
4577,09,Sant Andreu,Plaça Mossèn Clapés
4578,09,Sant Andreu,Carrer Arquímedes
4580,09,Sant Andreu,Carrer Bartrina
4592,09,Sant Andreu,Carrer Tossal
4593,09,Sant Andreu,Carretera Ribes
4594,09,Sant Andreu,Via Favència
4600,09,Sant Andreu,Carrer Palomar
4603,09,Sant Andreu,Carrer Turó de la Trinitat
4604,09,Sant Andreu,Plaça Trinitat
4614,09,Sant Andreu,Carrer Granadella
4619,09,Sant Andreu,Carrer Tàrrega
4623,09,Sant Andreu,Carrer Claramunt
4629,09,Sant Andreu,Passeig Mollerussa
4635,09,Sant Andreu,Carrer Sas
4637,09,Sant Andreu,Carrer Alfarràs
4638,09,Sant Andreu,Carrer Barnola
4640,09,Sant Andreu,Carrer Biosca
4641,09,Sant Andreu,Carrer Salomó
4644,09,Sant Andreu,Carrer Floresta
4647,09,Sant Andreu,Carrer Novelles
4650,09,Sant Andreu,Carrer Tallada
4653,09,Sant Andreu,Carrer Sentís
4656,09,Sant Andreu,Carrer Arbeca
4659,09,Sant Andreu,Carrer Isona
4660,09,Sant Andreu,Carrer Mur
4661,09,Sant Andreu,Carrer Sanet
4664,09,Sant Andreu,Carrer Cusco
4665,09,Sant Andreu,Carrer Lima
4667,09,Sant Andreu,Carrer Caracas
4669,09,Sant Andreu,Carrer Ciutat d'Asunción
4671,09,Sant Andreu,Plaça Fra Juníper Serra
4672,09,Sant Andreu,Carrer Costa Brava
4673,09,Sant Andreu,Carrer Costa Daurada
4683,09,Sant Andreu,Carrer Estadella
4690,09,Sant Andreu,Carrer Barri Vermell
4694,09,Sant Andreu,Carrer Mare Eterna
4697,09,Sant Andreu,Carrer Foc Follet
4700,09,Sant Andreu,Carrer Flix
4704,09,Sant Andreu,Passeig Enric Sanchis
4706,09,Sant Andreu,Carrer Cretes
4708,09,Sant Andreu,Carrer Llinars del Vallès
4711,09,Sant Andreu,Carrer Santander
4714,09,Sant Andreu,Carrer Potosí
4716,09,Sant Andreu,Carrer Maracaibo
4722,09,Sant Andreu,Carrer Beat Domènec Savio
4724,09,Sant Andreu,Passeig Verneda
4734,09,Sant Andreu,Carrer Sant Pasqual Bailón
4735,09,Sant Andreu,Pas Sant Tarsici
4739,09,Sant Andreu,Carrer Prat d'en Roquer
4743,09,Sant Andreu,Carrer Ramon Albó
4744,09,Sant Andreu,Passatge Salvador Riera
4746,09,Sant Andreu,Passatge Ordi
4749,09,Sant Andreu,Carrer Acàcies
4762,10,Sant Martí,Carrer Mallorca
4766,09,Sant Andreu,Carrer Bofarull
4769,09,Sant Andreu,Carrer Clot
4770,09,Sant Andreu,Carrer Alt
4771,09,Sant Andreu,Carrer Ausona
4772,09,Sant Andreu,Carrer Mossèn Epifani Lorda
4773,09,Sant Andreu,Carrer Foradada
4776,09,Sant Andreu,Carrer Vinya Llarga
4779,09,Sant Andreu,Carrer Almassora
4781,09,Sant Andreu,Carrer Finestrelles
4783,09,Sant Andreu,Carrer Mireia
4795,09,Sant Andreu,Carrer Peníscola
4796,09,Sant Andreu,Carrer Pare Manjón
4799,09,Sant Andreu,Carrer Pare Pérez del Pulgar
4802,09,Sant Andreu,Carrer Vicenç Montal
4804,09,Sant Andreu,Carrer Torrent de Perera
4806,09,Sant Andreu,Carrer Suñol i Gras
4817,09,Sant Andreu,Carrer Almirall Okendo
4819,04,Les Corts,Carrer Cavallers
4822,04,Les Corts,Carrer Borrell i Soler
4823,04,Les Corts,Carrer Marquès de Mulhacén
4826,04,Les Corts,Avinguda Pedralbes
4830,04,Les Corts,Plaça Jardins de Tòquio
4831,05,Sarrià-Sant Gervasi,Avinguda Espasa
4833,04,Les Corts,Carrer Sor Eulàlia d'Anzizu
4834,04,Les Corts,Carrer Abadessa Olzet
4836,05,Sarrià-Sant Gervasi,Carrer Marquès de Mulhacén
4837,04,Les Corts,Carrer Bisbe Català
4838,04,Les Corts,Baixada Monestir
4839,04,Les Corts,Plaça Monestir
4841,04,Les Corts,Carrer Monestir
4842,04,Les Corts,Passeig Manuel Girona
4844,04,Les Corts,Carrer Dulcet
4848,04,Les Corts,Carrer Tòquio
4852,04,Les Corts,Passeig Til·lers
4854,04,Les Corts,Plaça Eusebi Güell
4856,04,Les Corts,Avinguda Diagonal
4862,04,Les Corts,Carrer Pascual i Vila
4863,04,Les Corts,Carrer Martí i Franquès
4864,04,Les Corts,Carrer Adolf Florensa
4865,04,Les Corts,Carrer John M. Keynes
4866,04,Les Corts,Carrer Joan Obiols
4867,04,Les Corts,Carrer Trias i Giró
4868,04,Les Corts,Carrer Jordi Girona
4869,04,Les Corts,Carrer Jiménez i Iglesias
4870,04,Les Corts,Carrer Doctor Ferran
4871,04,Les Corts,Carrer Capità Arenas
4874,04,Les Corts,Carrer Manila
4877,04,Les Corts,Carrer Comas i Solà
4878,04,Les Corts,Carrer Doctors Trias i Pujol
4879,04,Les Corts,Carrer Doctor August Pi i Sunyer
4880,04,Les Corts,Carrer Serra i Hunter
4881,04,Les Corts,Carrer Lluís Pericot
4884,04,Les Corts,Carrer Rubió i Lluch
4885,04,Les Corts,Carrer Lluís Nicolau i d'Olwer
4886,04,Les Corts,Carrer Pedro i Pons
4901,04,Les Corts,Carrer Robert Gerhard
4903,04,Les Corts,Carrer Enric Morera
4904,04,Les Corts,Passatge Rosa Leveroni
4905,04,Les Corts,Carrer Lamote de Grignon
4908,04,Les Corts,Gran Via Carles III
4912,04,Les Corts,Carrer Pau Gargallo
4914,04,Les Corts,Avinguda Joan XXIII
4916,04,Les Corts,Carrer Sabino Arana
4917,04,Les Corts,Carrer Joan Güell
4918,04,Les Corts,Carrer Europa
4920,04,Les Corts,Carrer Institut Frenopàtic
4921,04,Les Corts,Carrer Joaquim Molins
4922,04,Les Corts,Carrer Eugeni d'Ors
4923,04,Les Corts,Carrer Corts
4931,04,Les Corts,Carrer Mejía Lequerica
4932,04,Les Corts,Carrer Dolors Masferrer i Bosch
4938,04,Les Corts,Carrer Sarasate
4939,04,Les Corts,Carrer Flos i Calcat
4940,04,Les Corts,Carretera Aigües
4941,04,Les Corts,Passatge Font del Lleó
4942,04,Les Corts,Passatge Pearson
4945,04,Les Corts,Avinguda Pearson
4946,04,Les Corts,Carrer Ametllers
4948,04,Les Corts,Passatge Ametllers
4950,04,Les Corts,Carrer Rábida
4953,04,Les Corts,Carrer Panamà
4955,04,Les Corts,Carrer Buxó
4958,04,Les Corts,Avinguda Mare de Déu de Lorda
4960,04,Les Corts,Avinguda Esplugues
4962,04,Les Corts,Carrer Miret i Sans
4965,04,Les Corts,Carrer Joan d'Alòs
4966,04,Les Corts,Carrer Arnús i de Garí
4967,04,Les Corts,Carrer Doctor Joaquín Albarrán
4969,04,Les Corts,Carrer Castellet
4979,04,Les Corts,Carrer Montevideo
4983,05,Sarrià-Sant Gervasi,Camí Mare de Déu de Lorda
4984,04,Les Corts,Carrer Taquígraf Garriga
4992,04,Les Corts,Carrer Deu i Mata
4996,04,Les Corts,Plaça Can Rosés
4999,04,Les Corts,Carrer Solà
5002,04,Les Corts,Carrer Anglesola
5005,04,Les Corts,Carrer Joan Gamper
5009,04,Les Corts,Carrer Vilamur
5013,04,Les Corts,Carrer Doctor Ibáñez
5017,04,Les Corts,Carrer Cabestany
5020,04,Les Corts,Carrer Numància
5025,04,Les Corts,Carrer Aviació
5026,04,Les Corts,Carrer Constança
5028,04,Les Corts,Carrer Berguedà
5030,04,Les Corts,Travessera Corts
5038,04,Les Corts,Carrer Bordeus
5041,04,Les Corts,Carrer Morales
5043,04,Les Corts,Carrer Montnegre
5050,04,Les Corts,Carrer Taquígraf Serra
5052,04,Les Corts,Carrer Breda
5053,04,Les Corts,Passatge Piera
5054,04,Les Corts,Carrer Entença
5055,04,Les Corts,
5059,04,Les Corts,Carrer Can Bruixa
5060,04,Les Corts,Carrer Marquès de Sentmenat
5067,04,Les Corts,Carrer Nicaragua
5074,04,Les Corts,Carrer Vallespir
5081,04,Les Corts,Carrer Galileu
5093,04,Les Corts,Carrer Remei
5095,04,Les Corts,Carrer Taquígraf Martí
5100,04,Les Corts,Carrer Martí i Julià
5105,04,Les Corts,Carrer Caravel·la La Niña
5107,04,Les Corts,Carrer Agustina Saragossa
5108,04,Les Corts,Carrer Doctor Fleming
5111,04,Les Corts,Avinguda Sarrià
5115,04,Les Corts,Carrer Fra Luis de Granada
5120,04,Les Corts,Passatge Cinc Torres
5121,04,Les Corts,Carrer Loreto
5124,04,Les Corts,Plaça Doctor Ignasi Barraquer
5126,04,Les Corts,Carrer Gelabert
5128,04,Les Corts,Carrer Equador
5132,04,Les Corts,Carrer Prat d'en Rull
5134,04,Les Corts,Carrer Caballero
5135,04,Les Corts,Carrer Guitard
5141,04,Les Corts,Passatge Planell
5145,04,Les Corts,Passatge Tubella
5146,04,Les Corts,Carrer Tubella
5147,04,Les Corts,Carrer Evarist Arnús
5150,04,Les Corts,Carrer Novell
5153,04,Les Corts,Carrer Comtes de Bell-lloc
5157,04,Les Corts,Carrer Doctor Nubiola i Espinós
5160,04,Les Corts,Plaça Comas
5176,04,Les Corts,Carrer Lluçà
5180,04,Les Corts,Carrer Fígols
5186,04,Les Corts,Carrer Santa Caterina de Siena
5197,04,Les Corts,Carrer Ardena
5198,04,Les Corts,Carrer Castell d'Olorda
5203,04,Les Corts,Camí Finestrelles
5204,04,Les Corts,Carrer Eduard Toldrà
5208,04,Les Corts,Carrer Carreras
5210,04,Les Corts,Carrer Torrent de les Roses
5213,04,Les Corts,Passatge Santa Maria de Vilalba
5214,04,Les Corts,Costa Sant Bartomeu de la Quadra
5218,04,Les Corts,Carrer Sant Pere de Romanies
5219,04,Les Corts,Carrer Puig d'Óssa
5222,04,Les Corts,Carrer Aiguallonga
5224,04,Les Corts,Carrer Herois del Bruc
5231,04,Les Corts,Carrer Manuel Ballbé
5235,04,Les Corts,Carrer Gran Capità
5237,04,Les Corts,Carrer González Tablas
5242,04,Les Corts,Avinguda Exèrcit
5244,04,Les Corts,Carrer Alfambra
5252,05,Sarrià-Sant Gervasi,Avinguda Sarrià
5254,04,Les Corts,Carrer Comte de Güell
5257,04,Les Corts,Carrer Pintor Pahissa
5259,04,Les Corts,Passatge Regent Mendieta
5260,04,Les Corts,Carrer Emèrita Augusta
5261,04,Les Corts,Carrer Arizala
5264,04,Les Corts,Carrer Regent Mendieta
5270,04,Les Corts,Carrer Felipe de Paz
5278,04,Les Corts,Carrer Maria Barrientos
5279,04,Les Corts,Carrer Comandant Benítez
5280,04,Les Corts,Carrer Conxita Supervia
5284,04,Les Corts,Passatge Madrona Piera
5285,04,Les Corts,Passatge Sant Ramon Nonat
5286,04,Les Corts,Avinguda Sant Ramon Nonat
5290,04,Les Corts,Passatge Jordi Ferran
5291,04,Les Corts,Carrer Danubi
5295,04,Les Corts,Carrer Collblanc
5297,04,Les Corts,Carrer Cardenal Reig
5298,04,Les Corts,Carrer Pisuerga
5301,04,Les Corts,Carrer Arístides Maillol
5304,04,Les Corts,Carrer Pintor Ribalta
5305,04,Les Corts,Avinguda Doctor Marañón
5311,04,Les Corts,Carrer Llorens i Artigas
5314,04,Les Corts,Carrer Baldiri Reixac
5316,04,Les Corts,Avinguda Xile
5319,04,Les Corts,Plaça Francesc Macià
5320,04,Les Corts,Carrer Rita Bonnat
5322,04,Les Corts,Passatge Jaume Roig
5323,04,Les Corts,Carrer Benavent
5326,04,Les Corts,Passatge Albert Pinyol
5327,06,Gràcia,Carrer Maspons
5330,06,Gràcia,Carrer Planeta
5333,06,Gràcia,Carrer Ros de Olano
5338,06,Gràcia,Carrer Montseny
5345,06,Gràcia,Travessera Gràcia
5355,06,Gràcia,Carrer Pere Serafí
5359,06,Gràcia,Carrer Sant Joaquim
5363,06,Gràcia,Carrer Xiquets de Valls
5364,06,Gràcia,Carrer Canó
5365,06,Gràcia,Carrer Penedès
5367,06,Gràcia,Carrer Torrent de l'Olla
5376,06,Gràcia,Carrer Puigmartí
5379,06,Gràcia,Carrer Ramis
5380,06,Gràcia,Carrer Vallfogona
5383,06,Gràcia,Carrer Terol
5385,06,Gràcia,Carrer Ramón y Cajal
5393,06,Gràcia,Carrer Bruniquer
5397,06,Gràcia,Plaça Joanic
5398,06,Gràcia,Carrer Torrijos
5404,06,Gràcia,Carrer Mare Déu dels Desemparats
5407,06,Gràcia,Carrer Verdi
5410,06,Gràcia,Carrer Siracusa
5414,06,Gràcia,Carrer Milà i Fontanals
5420,06,Gràcia,Carrer Profeta
5421,06,Gràcia,Carrer Samsó
5422,06,Gràcia,Carrer Àngel
5424,06,Gràcia,Pas Àngel
5425,06,Gràcia,Carrer Sol
5426,06,Gràcia,Carrer Virtut
5428,06,Gràcia,Carrer Jaén
5429,06,Gràcia,Carrer Sant Marc
5432,06,Gràcia,Carrer Berga
5434,06,Gràcia,Carrer Cigne
5435,06,Gràcia,Rambla Prat
5438,06,Gràcia,Carrer Bretón de los Herreros
5440,06,Gràcia,Carrer Benet Mercadé
5442,06,Gràcia,Carrer Gran de Gràcia
5448,06,Gràcia,Carrer Josep Torres
5450,06,Gràcia,Carrer Fraternitat
5452,06,Gràcia,Carrer Tagamanent
5453,06,Gràcia,Carrer Tordera
5458,06,Gràcia,Carrer Alba
5459,06,Gràcia,Carrer Martínez de la Rosa
5461,06,Gràcia,Carrer Mariana Pineda
5462,06,Gràcia,Carrer Diluvi
5464,06,Gràcia,Carrer Aulèstia i Pijoan
5465,06,Gràcia,Carrer Betlem
5468,06,Gràcia,Carrer Topazi
5471,06,Gràcia,Carrer Santa Rosa
5473,06,Gràcia,Carrer Astúries
5477,06,Gràcia,Plaça Diamant
5481,06,Gràcia,Plaça Virreina
5483,06,Gràcia,Carrer Trilla
5485,06,Gràcia,Carrer Santa Àgata
5487,06,Gràcia,Carrer Badia
5490,06,Gràcia,Carrer Maurici Serrahima
5492,06,Gràcia,Carrer Nil Fabra
5494,06,Gràcia,Carrer Pérez Galdós
5504,06,Gràcia,Carrer Perla
5506,06,Gràcia,Carrer Guilleries
5508,06,Gràcia,Carrer Ciudad Real
5510,06,Gràcia,Carrer Bellver
5512,06,Gràcia,Carrer Martí
5513,06,Gràcia,Carrer Biada
5515,06,Gràcia,Carrer Providència
5520,06,Gràcia,Carrer Santa Clotilde
5521,06,Gràcia,Carrer Mateu
5531,06,Gràcia,Carrer Or
5539,06,Gràcia,Carrer Encarnació
5551,06,Gràcia,Carrer Santa Perpètua
5553,06,Gràcia,Passatge Frígola
5554,06,Gràcia,Carrer Salinas
